,CreatedDate,ClosedDate,Agency,ComplaintType,Descriptor,City
297969,2011-06-23 00:00:00,2011-07-13 00:00:00,HPD,PLUMBING,TOILET,BROOKLYN
297970,2011-06-23 00:00:00,2011-07-07 00:00:00,HPD,PLUMBING,WATER-LEAKS,BRONX
297971,2011-06-23 15:15:00,2011-06-23 15:15:00,DOT,Street Light Condition,Street Light Out,
297972,2011-06-23 00:00:00,2011-06-26 00:00:00,HPD,PLUMBING,TOILET,BROOKLYN
297973,2011-06-23 00:00:00,2011-07-21 00:00:00,HPD,PLUMBING,WATER-LEAKS,NEW YORK
297974,2011-06-23 00:00:00,2011-07-18 00:00:00,HPD,PLUMBING,WATER-LEAKS,BRONX
297975,2011-06-23 00:00:00,2011-07-07 00:00:00,HPD,PLUMBING,WATER-LEAKS,BROOKLYN
297976,2011-06-23 00:00:00,2011-07-07 00:00:00,HPD,PAINT - PLASTER,WALLS,BRONX
297977,2011-06-23 00:00:00,2011-07-22 00:00:00,HPD,PAINT - PLASTER,WALLS,BROOKLYN
297978,2011-06-23 00:00:00,2011-06-27 00:00:00,HPD,PAINT - PLASTER,WALLS,BRONX
297979,2011-06-23 00:00:00,2011-07-15 00:00:00,HPD,PAINT - PLASTER,WALLS,BROOKLYN
297980,2011-06-23 00:00:00,2011-07-25 00:00:00,HPD,PAINT - PLASTER,WALLS,BROOKLYN
297981,2011-06-23 15:16:00,2011-06-23 15:16:00,DOT,Street Light Condition,Street Light Out,
297982,2011-06-23 00:00:00,2011-06-26 00:00:00,HPD,PAINT - PLASTER,WALLS,BROOKLYN
297983,2011-06-23 00:00:00,2011-06-26 00:00:00,HPD,PAINT - PLASTER,WALLS,BROOKLYN
297984,2011-06-23 00:00:00,2011-06-28 00:00:00,HPD,PAINT - PLASTER,WALLS,BROOKLYN
297985,2011-06-23 00:00:00,2011-07-15 00:00:00,HPD,PAINT - PLASTER,WALLS,BROOKLYN
297986,2011-06-23 00:00:00,2011-06-28 00:00:00,HPD,PAINT - PLASTER,WALLS,BRONX
297987,2011-06-23 00:00:00,2011-07-15 00:00:00,HPD,PAINT - PLASTER,WALLS,BRONX
297988,2011-06-23 00:00:00,2011-07-21 00:00:00,HPD,PAINT - PLASTER,WALLS,FAR ROCKAWAY
297989,2011-06-23 00:00:00,2011-07-18 00:00:00,HPD,PLUMBING,WATER-SUPPLY,NEW YORK
297990,2011-06-23 00:00:00,2011-07-15 00:00:00,HPD,PLUMBING,WATER-SUPPLY,BRONX
297991,2011-06-23 00:00:00,2011-07-01 00:00:00,HPD,PLUMBING,WATER-SUPPLY,BRONX
297992,2011-06-23 00:00:00,2011-06-28 00:00:00,HPD,PLUMBING,WATER-SUPPLY,BRONX
297993,2011-06-23 00:00:00,2011-07-25 00:00:00,HPD,ELECTRIC,LIGHTING,QUEENS VILLAGE
297994,2011-06-23 00:00:00,2011-07-01 00:00:00,HPD,GENERAL CONSTRUCTION,CABINETS,BRONX
297995,2011-06-23 00:00:00,2011-07-10 00:00:00,HPD,GENERAL CONSTRUCTION,CABINETS,BROOKLYN
297996,2011-06-23 00:00:00,2011-07-12 00:00:00,HPD,GENERAL CONSTRUCTION,CABINETS,STATEN ISLAND
297997,2011-06-23 00:00:00,2011-07-21 00:00:00,HPD,ELECTRIC,ELECTRIC-WIRING,BROOKLYN
297998,2011-06-23 00:00:00,2011-06-29 00:00:00,HPD,GENERAL CONSTRUCTION,DOORS,BROOKLYN
297999,2011-06-23 00:00:00,2011-07-29 00:00:00,HPD,GENERAL CONSTRUCTION,DOORS,ASTORIA
298000,2011-06-23 15:17:00,2011-06-23 15:17:00,DOT,Street Light Condition,Flood Light Lamp Out,
298001,2011-06-23 00:00:00,2011-07-08 00:00:00,HPD,GENERAL CONSTRUCTION,DOORS,BROOKLYN
298002,2011-06-23 00:00:00,2011-08-01 00:00:00,HPD,NONCONST,VERMIN,BROOKLYN
298003,2011-06-23 00:00:00,2011-07-08 00:00:00,HPD,NONCONST,VERMIN,JAMAICA
298004,2011-06-23 00:00:00,2011-06-29 00:00:00,HPD,NONCONST,VERMIN,FLUSHING
298005,2011-06-23 00:00:00,2011-06-27 00:00:00,HPD,NONCONST,VERMIN,BROOKLYN
298006,2011-06-23 00:00:00,,HPD,NONCONST,VERMIN,BROOKLYN
298007,2011-06-23 00:00:00,2011-07-05 00:00:00,HPD,NONCONST,VERMIN,BROOKLYN
298008,2011-06-23 00:00:00,2011-07-06 00:00:00,HPD,NONCONST,VERMIN,CORONA
298009,2011-06-23 00:00:00,2011-06-26 00:00:00,HPD,NONCONST,VERMIN,BRONX
298010,2011-06-23 15:17:00,2011-06-23 15:17:00,DOT,Street Light Condition,Street Light Out,
298011,2011-06-23 00:00:00,2011-06-27 00:00:00,HPD,NONCONST,VERMIN,BRONX
298012,2011-06-23 00:00:00,2011-06-26 00:00:00,HPD,NONCONST,VERMIN,BROOKLYN
298013,2011-06-23 00:00:00,2011-07-07 00:00:00,HPD,NONCONST,VERMIN,BROOKLYN
298014,2011-06-23 00:00:00,2011-06-26 00:00:00,HPD,NONCONST,VERMIN,BROOKLYN
298015,2011-06-23 00:00:00,2011-07-18 00:00:00,HPD,NONCONST,VERMIN,NEW YORK
298016,2011-06-23 00:00:00,2011-07-07 00:00:00,HPD,NONCONST,VERMIN,NEW YORK
298017,2011-06-23 00:00:00,2011-07-15 00:00:00,HPD,NONCONST,VERMIN,BRONX
298018,2011-06-23 00:00:00,2011-08-01 00:00:00,HPD,NONCONST,VERMIN,JAMAICA
298019,2011-06-23 00:00:00,2011-07-01 00:00:00,HPD,NONCONST,VERMIN,BRONX
298020,2011-06-23 15:19:00,2011-06-22 00:19:00,DOT,Street Light Condition,Street Light Out,
298021,2011-06-23 00:00:00,2011-06-26 00:00:00,HPD,NONCONST,VERMIN,BROOKLYN
298022,2011-06-23 00:00:00,2011-07-15 00:00:00,HPD,NONCONST,VERMIN,BROOKLYN
298023,2011-06-23 00:00:00,2011-06-29 00:00:00,HPD,NONCONST,VERMIN,NEW YORK
298024,2011-06-23 00:00:00,2011-06-25 00:00:00,HPD,NONCONST,VERMIN,BROOKLYN
298025,2011-06-23 00:00:00,2011-06-27 00:00:00,HPD,NONCONST,VERMIN,BROOKLYN
298026,2011-06-23 00:00:00,2011-06-27 00:00:00,HPD,PLUMBING,TOILET,BROOKLYN
298027,2011-06-23 00:00:00,2011-07-06 00:00:00,HPD,PLUMBING,WATER-LEAKS,BROOKLYN
298028,2011-06-23 00:00:00,2011-07-22 00:00:00,HPD,PLUMBING,BASIN/SINK,BROOKLYN
298029,2011-06-23 00:00:00,2011-07-22 00:00:00,HPD,PLUMBING,BASIN/SINK,BROOKLYN
298030,2011-06-23 15:20:00,2011-06-23 15:20:00,DOT,Street Light Condition,Street Light Out,
298031,2011-06-23 00:00:00,2011-07-18 00:00:00,HPD,PLUMBING,BASIN/SINK,BROOKLYN
298032,2011-06-23 00:00:00,2011-07-05 00:00:00,HPD,PLUMBING,BASIN/SINK,BROOKLYN
298033,2011-06-23 00:00:00,2011-07-01 00:00:00,HPD,PLUMBING,BASIN/SINK,BRONX
298034,2011-06-23 00:00:00,2011-07-02 00:00:00,HPD,PLUMBING,BASIN/SINK,BRONX
298035,2011-06-23 00:00:00,,HPD,PLUMBING,BASIN/SINK,BROOKLYN
298036,2011-06-23 00:00:00,2011-07-22 00:00:00,HPD,PLUMBING,BASIN/SINK,BROOKLYN
298037,2011-06-23 00:00:00,2011-07-25 00:00:00,HPD,PLUMBING,BASIN/SINK,BROOKLYN
298038,2011-06-23 00:00:00,2011-06-27 00:00:00,HPD,PLUMBING,BASIN/SINK,BRONX
298039,2011-06-23 00:00:00,2011-06-27 00:00:00,HPD,APPLIANCE,ELECTRIC/GAS-RANGE,BROOKLYN
298040,2011-06-23 15:20:00,2011-06-22 01:00:00,DOT,Street Light Condition,Street Light Out,
298041,2011-06-23 00:00:00,2011-07-07 00:00:00,HPD,APPLIANCE,ELECTRIC/GAS-RANGE,NEW YORK
298042,2011-06-23 00:00:00,2011-07-15 00:00:00,HPD,APPLIANCE,ELECTRIC/GAS-RANGE,BROOKLYN
298043,2011-06-23 00:00:00,2011-06-29 00:00:00,HPD,APPLIANCE,ELECTRIC/GAS-RANGE,BRONX
298044,2011-06-23 00:00:00,2011-06-26 00:00:00,HPD,APPLIANCE,ELECTRIC/GAS-RANGE,BROOKLYN
298045,2011-06-23 00:00:00,2011-06-27 00:00:00,HPD,APPLIANCE,ELECTRIC/GAS-RANGE,BROOKLYN
298046,2011-06-23 00:00:00,2011-07-07 00:00:00,HPD,APPLIANCE,ELECTRIC/GAS-RANGE,BROOKLYN
298047,2011-06-23 00:00:00,2011-06-29 00:00:00,HPD,APPLIANCE,REFRIGERATOR,BRONX
298048,2011-06-23 00:00:00,2011-06-26 00:00:00,HPD,APPLIANCE,REFRIGERATOR,BROOKLYN
298049,2011-06-23 00:00:00,2011-07-30 00:00:00,HPD,APPLIANCE,REFRIGERATOR,NEW YORK
298050,2011-06-23 00:00:00,2011-06-27 00:00:00,HPD,GENERAL CONSTRUCTION,CABINETS,BROOKLYN
298051,2011-06-23 00:00:00,2011-08-03 00:00:00,HPD,NONCONST,VERMIN,BROOKLYN
298052,2011-06-23 00:00:00,2011-07-11 00:00:00,HPD,NONCONST,VERMIN,STATEN ISLAND
298053,2011-06-23 00:00:00,2011-06-27 00:00:00,HPD,NONCONST,VERMIN,BRONX
298054,2011-06-23 00:00:00,2011-06-25 00:00:00,HPD,ELECTRIC,BELL-BUZZER/INTERCOM,BROOKLYN
298055,2011-06-23 00:00:00,2011-06-26 00:00:00,HPD,ELECTRIC,LIGHTING,BROOKLYN
298056,2011-06-23 00:00:00,2011-07-08 00:00:00,HPD,ELECTRIC,LIGHTING,BROOKLYN
298057,2011-06-23 00:00:00,2011-06-28 00:00:00,HPD,ELECTRIC,LIGHTING,BROOKLYN
298058,2011-06-23 00:00:00,2011-07-25 00:00:00,HPD,ELECTRIC,LIGHTING,QUEENS VILLAGE
298059,2011-06-23 00:00:00,2011-07-29 00:00:00,HPD,GENERAL CONSTRUCTION,CABINETS,ASTORIA
298060,2011-06-27 12:43:53,2011-06-27 14:22:44,DOF,DOF Property - Owner Issue,Remove Mortgage,SPRINGFIELD GARDENS
298061,2011-06-23 00:00:00,2011-06-23 00:00:00,HPD,PAINT - PLASTER,CEILING,BROOKLYN
298062,2011-06-23 00:00:00,2011-06-27 00:00:00,HPD,PAINT - PLASTER,CEILING,BROOKLYN
298063,2011-06-23 00:00:00,2011-07-07 00:00:00,HPD,PAINT - PLASTER,CEILING,BRONX
298064,2011-06-23 00:00:00,2011-07-15 00:00:00,HPD,PAINT - PLASTER,CEILING,WOODSIDE
298065,2011-06-23 00:00:00,2011-07-21 00:00:00,HPD,PAINT - PLASTER,CEILING,NEW YORK
298066,2011-06-23 00:00:00,2011-06-29 00:00:00,HPD,PAINT - PLASTER,CEILING,BRONX
298067,2011-06-23 00:00:00,2011-06-26 00:00:00,HPD,APPLIANCE,REFRIGERATOR,NEW YORK
298068,2011-06-23 00:00:00,2011-07-03 00:00:00,HPD,PLUMBING,WATER-SUPPLY,NEW YORK
298069,2011-06-23 00:00:00,2011-06-26 00:00:00,HPD,PLUMBING,WATER-SUPPLY,NEW YORK
298070,2011-06-23 15:21:00,2011-06-22 01:48:00,DOT,Street Light Condition,Street Light Out,
298071,2011-06-23 00:00:00,2011-07-07 00:00:00,HPD,PLUMBING,WATER-SUPPLY,BROOKLYN
298072,2011-06-23 00:00:00,2011-06-27 00:00:00,HPD,NONCONST,VERMIN,BROOKLYN
298073,2011-06-23 00:00:00,2011-07-25 00:00:00,HPD,NONCONST,VERMIN,BROOKLYN
298074,2011-06-23 00:00:00,2011-08-03 00:00:00,HPD,NONCONST,VERMIN,BROOKLYN
298075,2011-06-23 00:00:00,2011-06-26 00:00:00,HPD,NONCONST,VERMIN,BROOKLYN
298076,2011-06-23 00:00:00,2011-07-11 00:00:00,HPD,NONCONST,VERMIN,BRONX
298077,2011-06-23 00:00:00,2011-07-11 00:00:00,HPD,NONCONST,VERMIN,BROOKLYN
298078,2011-06-23 00:00:00,2011-06-27 00:00:00,HPD,NONCONST,VERMIN,BROOKLYN
298079,2011-06-23 00:00:00,2011-07-21 00:00:00,HPD,NONCONST,VERMIN,NEW YORK
298080,2011-06-27 13:06:19,2011-06-27 14:23:59,DOF,DOF Property - Owner Issue,Remove Mortgage,BRONX
298081,2011-06-23 00:00:00,2011-07-01 00:00:00,HPD,NONCONST,VERMIN,BROOKLYN
298082,2011-06-23 00:00:00,2011-07-06 00:00:00,HPD,NONCONST,VERMIN,BRONX
298083,2011-06-23 00:00:00,2011-07-03 00:00:00,HPD,ELECTRIC,BELL-BUZZER/INTERCOM,BRONX
298084,2011-06-23 00:00:00,2011-06-26 00:00:00,HPD,ELECTRIC,BELL-BUZZER/INTERCOM,NEW YORK
298085,2011-06-23 00:00:00,,HPD,ELECTRIC,BELL-BUZZER/INTERCOM,NEW YORK
298086,2011-06-23 00:00:00,2011-07-05 00:00:00,HPD,ELECTRIC,ELECTRIC-SUPPLY,NEW YORK
298087,2011-06-23 00:00:00,2011-06-29 00:00:00,HPD,ELECTRIC,ELECTRIC-SUPPLY,BROOKLYN
298088,2011-06-23 00:00:00,2011-07-07 00:00:00,HPD,ELECTRIC,ELECTRIC-SUPPLY,NEW YORK
298089,2011-06-23 00:00:00,,HPD,GENERAL CONSTRUCTION,CABINETS,BROOKLYN
298090,2011-06-27 12:02:03,2011-06-28 12:40:02,DPR,Maintenance or Facility,Structure - Outdoors,BRONX
298091,2011-06-23 00:00:00,2011-06-26 00:00:00,HPD,GENERAL CONSTRUCTION,CABINETS,NEW YORK
298092,2011-06-23 00:00:00,2011-06-28 00:00:00,HPD,ELECTRIC,ELECTRIC-WIRING,NEW YORK
298093,2011-06-23 00:00:00,2011-07-15 00:00:00,HPD,ELECTRIC,ELECTRIC-WIRING,BROOKLYN
298094,2011-06-23 00:00:00,2011-06-27 00:00:00,HPD,NONCONST,VERMIN,BRONX
298095,2011-06-23 00:00:00,2011-06-29 00:00:00,HPD,NONCONST,VERMIN,BRONX
298096,2011-06-23 00:00:00,2011-07-15 00:00:00,HPD,NONCONST,VERMIN,BRONX
298097,2011-06-23 00:00:00,2011-06-26 00:00:00,HPD,NONCONST,VERMIN,NEW YORK
298098,2011-06-23 00:00:00,2011-07-15 00:00:00,HPD,PAINT - PLASTER,CEILING,FOREST HILLS
298099,2011-06-23 00:00:00,2011-07-15 00:00:00,HPD,PAINT - PLASTER,CEILING,FOREST HILLS
298100,2011-06-27 13:13:15,2011-07-12 11:39:47,DOF,DOF Property - Payment Issue,Other Billing Issue,ASTORIA
298101,2011-06-23 00:00:00,2011-07-12 00:00:00,HPD,PAINT - PLASTER,CEILING,STATEN ISLAND
298102,2011-06-23 00:00:00,2011-07-08 00:00:00,HPD,PAINT - PLASTER,CEILING,BRONX
298103,2011-06-23 00:00:00,2011-06-26 00:00:00,HPD,PAINT - PLASTER,CEILING,BROOKLYN
298104,2011-06-23 00:00:00,,HPD,PAINT - PLASTER,CEILING,BROOKLYN
298105,2011-06-23 00:00:00,2011-07-05 00:00:00,HPD,PAINT - PLASTER,CEILING,BROOKLYN
298106,2011-06-23 00:00:00,2011-07-09 00:00:00,HPD,PAINT - PLASTER,CEILING,BROOKLYN
298107,2011-06-23 00:00:00,2011-07-11 00:00:00,HPD,ELECTRIC,ELECTRIC-WIRING,STATEN ISLAND
298108,2011-06-23 00:00:00,2011-07-07 00:00:00,HPD,ELECTRIC,ELECTRIC-WIRING,BRONX
298109,2011-06-23 00:00:00,2011-07-21 00:00:00,HPD,ELECTRIC,ELECTRIC-WIRING,BROOKLYN
298110,2011-06-23 15:23:00,2011-07-25 10:25:00,DOT,Street Light Condition,Bracket Arm Loose,
298111,2011-06-23 00:00:00,2011-07-26 00:00:00,HPD,ELECTRIC,ELECTRIC-WIRING,BROOKLYN
298112,2011-06-23 00:00:00,2011-08-11 00:00:00,HPD,PAINT - PLASTER,CEILING,MASPETH
298113,2011-06-23 00:00:00,2011-06-29 00:00:00,HPD,PAINT - PLASTER,CEILING,BRONX
298114,2011-06-23 00:00:00,2011-07-07 00:00:00,HPD,PAINT - PLASTER,CEILING,NEW YORK
298115,2011-06-23 00:00:00,2011-07-13 00:00:00,HPD,PAINT - PLASTER,CEILING,NEW YORK
298116,2011-06-23 00:00:00,2011-06-29 00:00:00,HPD,PAINT - PLASTER,CEILING,BRONX
298117,2011-06-23 00:00:00,,HPD,PAINT - PLASTER,CEILING,NEW YORK
298118,2011-06-23 00:00:00,2011-06-25 00:00:00,HPD,PAINT - PLASTER,CEILING,BROOKLYN
298119,2011-06-23 00:00:00,2011-06-26 00:00:00,HPD,PAINT - PLASTER,CEILING,BROOKLYN
298120,2011-06-27 15:20:21,2011-06-28 10:43:14,DOF,DOF Property - Owner Issue,Remove Mortgage,BROOKLYN
298121,2011-06-23 00:00:00,2011-07-01 00:00:00,HPD,GENERAL CONSTRUCTION,DOORS,BRONX
298122,2011-06-23 00:00:00,2011-07-11 00:00:00,HPD,GENERAL CONSTRUCTION,DOORS,BROOKLYN
298123,2011-06-23 00:00:00,2011-07-18 00:00:00,HPD,GENERAL CONSTRUCTION,DOORS,JAMAICA
298124,2011-06-23 00:00:00,2011-06-26 00:00:00,HPD,GENERAL CONSTRUCTION,DOORS,BRONX
298125,2011-06-23 00:00:00,2011-07-06 00:00:00,HPD,GENERAL CONSTRUCTION,DOORS,BRONX
298126,2011-06-23 00:00:00,2011-07-11 00:00:00,HPD,GENERAL CONSTRUCTION,LOCKS,NEW YORK
298127,2011-06-23 00:00:00,2011-07-11 00:00:00,HPD,GENERAL CONSTRUCTION,LOCKS,BRONX
298128,2011-06-23 00:00:00,,HPD,GENERAL CONSTRUCTION,LOCKS,BROOKLYN
298129,2011-06-23 00:00:00,2011-06-26 00:00:00,HPD,ELECTRIC,LIGHTING,NEW YORK
298130,2011-06-23 15:24:00,2011-07-25 10:25:00,DOT,Street Light Condition,Bracket Arm Loose,
298131,2011-06-23 00:00:00,2011-06-27 00:00:00,HPD,GENERAL CONSTRUCTION,CERAMIC-TILE,BRONX
298132,2011-06-23 00:00:00,2011-06-26 00:00:00,HPD,GENERAL CONSTRUCTION,CERAMIC-TILE,BROOKLYN
298133,2011-06-23 00:00:00,2011-07-15 00:00:00,HPD,PAINT - PLASTER,RADIATOR,BRONX
298134,2011-06-23 00:00:00,2011-07-19 00:00:00,HPD,PAINT - PLASTER,WALLS,BRONX
298135,2011-06-23 00:00:00,2011-07-05 00:00:00,HPD,GENERAL CONSTRUCTION,WINDOW GUARDS,BROOKLYN
298136,2011-06-23 00:00:00,2011-06-28 00:00:00,HPD,GENERAL CONSTRUCTION,WINDOW GUARDS,BRONX
298137,2011-06-23 00:00:00,2011-07-15 00:00:00,HPD,PAINT - PLASTER,CEILING,FOREST HILLS
298138,2011-06-23 00:00:00,2011-06-26 00:00:00,HPD,PAINT - PLASTER,CEILING,NEW YORK
298139,2011-06-23 00:00:00,2011-07-06 00:00:00,HPD,PAINT - PLASTER,CEILING,BROOKLYN
298140,2011-06-23 15:25:00,2011-07-25 10:24:00,DOT,Street Light Condition,Bracket Arm Loose,
298141,2011-06-23 00:00:00,2011-07-15 00:00:00,HPD,PAINT - PLASTER,CEILING,ASTORIA
298142,2011-06-23 00:00:00,2011-06-26 00:00:00,HPD,PAINT - PLASTER,CEILING,BROOKLYN
298143,2011-06-23 00:00:00,2011-06-26 00:00:00,HPD,PAINT - PLASTER,WALLS,BROOKLYN
298144,2011-06-23 00:00:00,2011-07-06 00:00:00,HPD,PAINT - PLASTER,WALLS,BRONX
298145,2011-06-23 00:00:00,2011-07-08 00:00:00,HPD,PAINT - PLASTER,WALLS,JAMAICA
298146,2011-06-23 00:00:00,2011-07-11 00:00:00,HPD,PAINT - PLASTER,WALLS,BROOKLYN
298147,2011-06-23 00:00:00,2011-07-15 00:00:00,HPD,PAINT - PLASTER,WALLS,ASTORIA
298148,2011-06-23 00:00:00,2011-09-06 00:00:00,HPD,PAINT - PLASTER,WALLS,BROOKLYN
298149,2011-06-23 00:00:00,2011-07-06 00:00:00,HPD,PAINT - PLASTER,WALLS,BRONX
298150,2011-06-23 15:25:00,2011-07-25 10:24:00,DOT,Street Light Condition,Bracket Arm Loose,
298151,2011-06-23 00:00:00,,HPD,PAINT - PLASTER,WALLS,BRONX
298152,2011-06-23 00:00:00,2011-06-26 00:00:00,HPD,GENERAL CONSTRUCTION,DOORS,BROOKLYN
298153,2011-06-23 00:00:00,2011-07-08 00:00:00,HPD,PAINT - PLASTER,CEILING,BROOKLYN
298154,2011-06-23 00:00:00,2011-06-26 00:00:00,HPD,PLUMBING,BASIN/SINK,NEW YORK
298155,2011-06-23 00:00:00,2011-06-27 00:00:00,HPD,PLUMBING,BATHTUB,BROOKLYN
298156,2011-06-23 00:00:00,2011-07-21 00:00:00,HPD,PLUMBING,BATHTUB,NEW YORK
298157,2011-06-23 00:00:00,2011-06-27 00:00:00,HPD,PLUMBING,BATHTUB,BRONX
298158,2011-06-23 00:00:00,2011-07-22 00:00:00,HPD,PLUMBING,RADIATOR,BROOKLYN
298159,2011-06-23 00:00:00,2011-06-26 00:00:00,HPD,PLUMBING,RADIATOR,BROOKLYN
298160,2011-06-23 00:00:00,2011-06-26 00:00:00,HPD,HEATING,HEAT,NEW YORK
298161,2011-06-23 00:00:00,2011-06-24 00:00:00,HPD,HEATING,HEAT,BROOKLYN
298162,2011-06-23 00:00:00,2011-06-25 00:00:00,HPD,HEATING,HEAT,BROOKLYN
298163,2011-06-23 00:00:00,2011-06-26 00:00:00,HPD,HEATING,HEAT,BROOKLYN
298164,2011-06-23 00:00:00,2011-06-29 00:00:00,HPD,HEATING,HEAT,NEW YORK
298165,2011-06-23 00:00:00,2011-06-24 00:00:00,HPD,HEATING,HEAT,BROOKLYN
298166,2011-06-23 00:00:00,2011-06-28 00:00:00,HPD,HEATING,HEAT,NEW YORK
298167,2011-06-23 00:00:00,2011-06-25 00:00:00,HPD,HEATING,HEAT,RICHMOND HILL
298168,2011-06-23 00:00:00,2011-06-26 00:00:00,HPD,HEATING,HEAT,BROOKLYN
298169,2011-06-23 15:26:00,2011-07-25 10:23:00,DOT,Street Light Condition,Bracket Arm Loose,
298170,2011-06-23 00:00:00,2011-06-29 00:00:00,HPD,HEATING,HEAT,BROOKLYN
298171,2011-06-23 00:00:00,2011-07-08 00:00:00,HPD,PAINT - PLASTER,WALLS,BROOKLYN
298172,2011-06-23 00:00:00,2011-07-20 00:00:00,HPD,PAINT - PLASTER,WALLS,BROOKLYN
298173,2011-06-23 00:00:00,2011-07-22 00:00:00,HPD,PAINT - PLASTER,WALLS,BROOKLYN
298174,2011-06-23 00:00:00,2011-07-06 00:00:00,HPD,PAINT - PLASTER,WALLS,NEW YORK
298175,2011-06-23 00:00:00,2011-06-28 00:00:00,HPD,PLUMBING,SHOWER-STALL,BROOKLYN
298176,2011-06-23 00:00:00,2011-07-15 00:00:00,HPD,PLUMBING,SHOWER-STALL,BROOKLYN
298177,2011-06-23 00:00:00,2011-07-09 00:00:00,HPD,PLUMBING,TOILET,BROOKLYN
298178,2011-06-23 00:00:00,2011-07-11 00:00:00,HPD,PLUMBING,WATER-LEAKS,BRONX
298179,2011-06-23 15:27:00,2011-10-11 09:56:00,DOT,Street Light Condition,Bracket Arm Loose,
298180,2011-06-23 00:00:00,2011-07-11 00:00:00,HPD,PLUMBING,WATER-LEAKS,BRONX
298181,2011-06-23 00:00:00,2011-06-26 00:00:00,HPD,PLUMBING,WATER-LEAKS,NEW YORK
298182,2011-06-23 00:00:00,,HPD,PLUMBING,WATER-LEAKS,BROOKLYN
298183,2011-06-23 00:00:00,,HPD,PLUMBING,WATER-LEAKS,BROOKLYN
298184,2011-06-23 00:00:00,2011-06-28 00:00:00,HPD,PAINT - PLASTER,CEILING,FLUSHING
298185,2011-06-23 00:00:00,2011-06-27 00:00:00,HPD,PAINT - PLASTER,CEILING,BRONX
298186,2011-06-23 00:00:00,2011-07-11 00:00:00,HPD,PAINT - PLASTER,WALLS,BRONX
298187,2011-06-23 00:00:00,,HPD,PAINT - PLASTER,WALLS,BROOKLYN
298188,2011-06-23 00:00:00,2011-07-05 00:00:00,HPD,PAINT - PLASTER,WALLS,BROOKLYN
298189,2011-06-23 15:28:00,2011-07-25 10:13:00,DOT,Street Light Condition,Bracket Arm Loose,
298190,2011-06-23 00:00:00,2011-07-02 00:00:00,HPD,PAINT - PLASTER,WALLS,BRONX
298191,2011-06-23 00:00:00,2011-06-28 00:00:00,HPD,PAINT - PLASTER,WALLS,BROOKLYN
298192,2011-06-23 00:00:00,2011-07-15 00:00:00,HPD,PAINT - PLASTER,WALLS,BROOKLYN
298193,2011-06-23 00:00:00,2011-07-08 00:00:00,HPD,PAINT - PLASTER,WALLS,BROOKLYN
298194,2011-06-23 00:00:00,2011-06-27 00:00:00,HPD,PAINT - PLASTER,WALLS,BRONX
298195,2011-06-23 00:00:00,2011-07-14 00:00:00,HPD,PLUMBING,BASIN/SINK,BROOKLYN
298196,2011-06-23 00:00:00,2011-07-15 00:00:00,HPD,PLUMBING,BASIN/SINK,BROOKLYN
298197,2011-06-23 00:00:00,2011-07-15 00:00:00,HPD,PLUMBING,BASIN/SINK,BROOKLYN
298198,2011-06-23 00:00:00,,HPD,PAINT - PLASTER,WALLS,BROOKLYN
298199,2011-06-23 00:00:00,2011-06-26 00:00:00,HPD,PLUMBING,WATER-LEAKS,BROOKLYN
298200,2011-06-23 00:00:00,2011-06-27 00:00:00,HPD,NONCONST,CARBON MONOXIDE,BRONX
298201,2011-06-23 00:00:00,2011-07-11 00:00:00,HPD,GENERAL CONSTRUCTION,FLOOR,BROOKLYN
298202,2011-06-23 00:00:00,2011-06-27 00:00:00,HPD,GENERAL CONSTRUCTION,FLOOR,BROOKLYN
298203,2011-06-23 00:00:00,2011-06-25 00:00:00,HPD,GENERAL CONSTRUCTION,FLOOR,BROOKLYN
298204,2011-06-23 00:00:00,2011-07-11 00:00:00,HPD,GENERAL CONSTRUCTION,FLOOR,BRONX
298205,2011-06-23 00:00:00,,HPD,GENERAL CONSTRUCTION,FLOOR,NEW YORK
298206,2011-06-23 00:00:00,2011-06-26 00:00:00,HPD,GENERAL CONSTRUCTION,FLOOR,BROOKLYN
298207,2011-06-23 00:00:00,2011-07-11 00:00:00,HPD,GENERAL CONSTRUCTION,FLOOR,BRONX
298208,2011-06-23 00:00:00,2011-07-11 00:00:00,HPD,PLUMBING,BASIN/SINK,BROOKLYN
298209,2011-06-23 15:29:00,2011-07-25 10:13:00,DOT,Street Light Condition,Bracket Arm Loose,
298210,2011-06-23 00:00:00,2011-06-29 00:00:00,HPD,PLUMBING,WATER-LEAKS,BRONX
298211,2011-06-23 00:00:00,2011-07-15 00:00:00,HPD,PLUMBING,WATER-LEAKS,FOREST HILLS
298212,2011-06-23 00:00:00,2011-08-11 00:00:00,HPD,PLUMBING,WATER-LEAKS,MASPETH
298213,2011-06-23 00:00:00,2011-07-11 00:00:00,HPD,PLUMBING,WATER-LEAKS,BRONX
298214,2011-06-23 00:00:00,2011-06-26 00:00:00,HPD,PLUMBING,WATER-LEAKS,BROOKLYN
298215,2011-06-23 00:00:00,2011-07-05 00:00:00,HPD,PLUMBING,WATER-LEAKS,BROOKLYN
298216,2011-06-23 00:00:00,2011-06-27 00:00:00,HPD,PLUMBING,BASIN/SINK,BROOKLYN
298217,2011-06-23 00:00:00,2011-06-25 00:00:00,HPD,APPLIANCE,ELECTRIC/GAS-RANGE,BROOKLYN
