,Citation Number,Date Issued,Time Issued,Location,District,Cited Person Sex,Cited Person Race,Cited Person Age,Offense Code,Offense Description,Officer Age,Officer Sex,Officer Race,Quarter,Year
846,    C6503,2017-09-19 00:00:00,00:58:00,E 3RD ST & S JEFFERSON ST,LB304,F,A,21,9-21-5-2,SPEED MAXIMUM,32,M,W,3,2017
847,    C6375,2017-09-20 00:00:00,22:35:00,W STATE ROAD 45 & S CURRY PIKE,LB427,F,W,43,9-18-2-7,EXPIRED LICENSE PLATES,38,M,W,3,2017
848,    C6326,2017-09-20 00:00:00,23:40:00,712 E HUNTER AVE,LB302,M,W,20,14.09.030,NOISE VIOLATION,25,M,W,3,2017
849,    C6324,2017-09-20 00:00:00,14:10:00,430 S WASHINGTON ST; GOLD CASTERS,LB104,M,W,42,7.1-5-1-3,PUBLIC INTOXICATION,24,M,W,3,2017
850,    C6386,2017-09-21 00:00:00,13:00:00,101 W 2ND ST; SEMINARY PARK,LB410,M,B,46,14.36.090,CONSUMPTION OF ALCOHOL IN PUBLIC,33,M,W,3,2017
851,    C6369,2017-09-21 00:00:00,15:57:00,E RIDGEVIEW DR & S BROOKSIDE DR,LB328,M,W,49,9-24-19-1,DRIVING WHILE SUSPENDED,24,M,W,3,2017
852,    C6367,2017-09-21 00:00:00,18:36:00,N WALNUT ST & N OLD STATE ROAD 37,LB212,F,B,28,9-24-19-1,DRIVING WHILE SUSPENDED,36,M,W,3,2017
853,    C6368,2017-09-21 00:00:00,23:00:00,GRIMES ST & MADISON ST,Unknown,M,W,26,9-18-2-7,EXPIRED LICENSE PLATES,36,M,W,3,2017
854,    C6325,2017-09-21 00:00:00,01:00:00,S HIGH ST & E MOORES PIKE,LB311,F,W,21,9-18-2-27,FALSE REGISTRATION,23,F,W,3,2017
855,    C6367,2017-09-21 00:00:00,18:36:00,N WALNUT ST & N OLD STATE ROAD 37,LB212,F,B,28,9-25-8-2,OPERATING/PERMITTING OPERATION W/O FINAN,36,M,W,3,2017
856,    C6366,2017-09-21 00:00:00,00:02:00,W STATE ROAD 45 46 BYPASS & N STATE ROAD 37 RAMP,LB509,F,W,20,9-21-5-2,SPEED MAXIMUM,34,M,W,3,2017
857,    C6379,2017-09-22 00:00:00,15:11:00,E 4TH ST & S INDIANA AVE,LIU14,M,W,21,9-21-8-32,DISREGARDING STOP SIGN,25,M,B,3,2017
858,    C6365,2017-09-22 00:00:00,01:17:00,3585 W STATE ROAD 45,LMS27,F,W,58,9-18-2-27,FALSE REGISTRATION,36,M,W,3,2017
859,    C6387,2017-09-22 00:00:00,12:08:00,717 S WOODLAWN AVE,LB302,M,W,20,14.09.030,NOISE VIOLATION,32,M,A,3,2017
860,    C6388,2017-09-22 00:00:00,23:30:00,N MONROE ST,LB518,M,W,22,14.09.030,NOISE VIOLATION,24,M,W,3,2017
861,    C6365,2017-09-22 00:00:00,01:17:00,3585 W STATE ROAD 45,LMS27,F,W,58,9-25-8-2,OPERATING/PERMITTING OPERATION W/O FINAN,36,M,W,3,2017
862,    C6377,2017-09-23 00:00:00,23:45:00,S REISNER RD & E 3RD ST,LB306,M,A,21,9-21-3-7,DISREGARDING AUTOMATIC SIGNAL,30,F,W,3,2017
863,    C6371,2017-09-23 00:00:00,23:15:00,S COLLEGE MALL RD & E COVENANTER DR,LB310,M,W,50,9-24-19-1,DRIVING WHILE SUSPENDED,32,M,W,3,2017
864,    C6389,2017-09-23 00:00:00,00:30:00,613 S EASTSIDE DR,LB303,M,W,19,14.09.030,NOISE VIOLATION,24,M,W,3,2017
865,    C6385,2017-09-23 00:00:00,23:20:00,212 N MORTON ST; APT 509,LB101,F,A,20,14.09.030,NOISE VIOLATION,29,M,W,3,2017
866,    C6377,2017-09-23 00:00:00,23:45:00,S REISNER RD & E 3RD ST,LB306,M,A,21,9-18.1-11-2(b)(2),OPERATING WITH EXPIRED PLATES/IFC,30,F,W,3,2017
867,    C6380,2017-09-23 00:00:00,15:01:00,E 3RD ST & S KINGSTON DR,LB305,F,W,31,9-18.1-11-2(b)(2),OPERATING WITH EXPIRED PLATES/IFC,25,M,W,3,2017
868,    C6373,2017-09-24 00:00:00,21:34:00,W 7TH ST & N ADAMS ST,LB521,F,W,28,9-24-19-1,DRIVING WHILE SUSPENDED,26,M,W,3,2017
869,    C6383,2017-09-24 00:00:00,00:34:00,528 S WOODLAWN AVE,LB302,M,W,21,14.09.030,NOISE VIOLATION,26,M,W,3,2017
870,    C6412,2017-09-24 00:00:00,00:40:00,1323 N WASHINGTON ST,LB212,M,W,20,14.09.030,NOISE VIOLATION,34,M,W,3,2017
871,    C6413,2017-09-24 00:00:00,00:40:00,1323 N WASHINGTON ST,LB212,M,W,20,14.09.030,NOISE VIOLATION,34,M,W,3,2017
872,    C6414,2017-09-24 00:00:00,00:40:00,1323 N WASHINGTON ST,LB212,M,W,20,14.09.030,NOISE VIOLATION,34,M,W,3,2017
873,    C6384,2017-09-24 00:00:00,00:55:00,903 S MAXWELL TER; APT E,LB312,M,W,26,14.09.030,NOISE VIOLATION,29,M,W,3,2017
874,    C6381,2017-09-24 00:00:00,00:44:00,1323 N WASHINGTON ST,LB212,M,W,20,14.09.030,NOISE VIOLATION,23,M,B,3,2017
875,    C6382,2017-09-24 00:00:00,00:44:00,1323 N WASHINGTON ST,LB212,M,W,20,14.09.030,NOISE VIOLATION,23,M,B,3,2017
876,    C6376,2017-09-24 00:00:00,17:21:00,S ROGERS ST & S ROCKPORT RD,LB420,M,W,43,9-21-8-7,PASSING IMPROPER ON THE LEFT,26,M,W,3,2017
877,    C6378,2017-09-25 00:00:00,15:39:00,S CURRY PIKE & W 3RD ST,LB402,M,B,30,9-24-19-1,DRIVING WHILE SUSPENDED,24,M,W,3,2017
878,    C6395,2017-09-25 00:00:00,11:35:00,S WALNUT ST & E GRIMES LN,LB314,F,W,38,9-21-8-11,LANE MOVEMENT--UNSAFE; RULES FOR 3 LANES,55,M,W,3,2017
879,    C6374,2017-09-25 00:00:00,00:24:00,N MAPLE ST & W 11TH ST,LB518,M,W,38,9-18.1-11-2(b)(2),OPERATING WITH EXPIRED PLATES/IFC,31,M,B,3,2017
880,    C6408,2017-09-26 00:00:00,13:20:00,S STATE ROAD 37 & W 3RD ST,LB524,M,W,24,9-18.1-11-2(b)(2),OPERATING WITH EXPIRED PLATES/IFC,52,F,W,3,2017
881,    C6406,2017-09-27 00:00:00,08:29:00,2200 E 2ND ST; ROGERS ELEMENTARY SCHOOL,LB304,F,W,40,9-24-19-1,DRIVING WHILE SUSPENDED,57,M,W,3,2017
882,    C6409,2017-09-27 00:00:00,22:00:00,W VERNAL SR 37 OVERPASS; W Vernal Pike and SR 37 Overpass,LB516,M,W,27,9-21-5-6,EXCEEDING POSTED SPEED LIMIT,34,M,W,3,2017
883,    C6410,2017-09-27 00:00:00,19:25:00,W VERNAL SR 37 OVERPASS; W Vernal Pike and SR 37 Overpass,LB516,F,U,19,9-21-5-6,EXCEEDING POSTED SPEED LIMIT,34,M,W,3,2017
884,    C6411,2017-09-27 00:00:00,14:23:00,E 4TH ST & S INDIANA AVE,LIU14,M,W,28,9-18.1-11-2(b)(2),OPERATING WITH EXPIRED PLATES/IFC,25,M,B,3,2017
885,    C6407,2017-09-27 00:00:00,07:45:00,W 3RD ST & S CORY LN,LB522,M,W,71,9-18.1-11-2(b)(2),OPERATING WITH EXPIRED PLATES/IFC,39,M,W,3,2017
886,    C6465,2017-09-28 00:00:00,17:28:00,E MILLER DR & S WALNUT ST,LB421,M,W,27,9-21-3-7,DISREGARDING AUTOMATIC SIGNAL,25,M,B,3,2017
887,    C6464,2017-09-28 00:00:00,18:27:00,E STATE ROAD 45 46 BYPASS & N DUNN ST,LB210,F,W,50,9-21-5-2(1),EXCEEDING URBAN SPEED LIMIT,25,M,B,3,2017
888,    C6415,2017-09-28 00:00:00,22:41:00,1000 E ATWATER AVE,LB302,M,W,20,14.09.030,NOISE VIOLATION,29,M,W,3,2017
889,    C6466,2017-09-28 00:00:00,16:41:00,N FAIRVIEW ST & W 8TH ST,LB520,M,W,27,9-18.1-11-2(b)(2),OPERATING WITH EXPIRED PLATES/IFC,36,F,W,3,2017
890,    C6455,2017-09-28 00:00:00,22:37:00,S STATE ROAD 37 & W 3RD ST,LB524,M,W,18,9-21-5-2,SPEED MAXIMUM,39,M,W,3,2017
891,    C6468,2017-09-28 00:00:00,18:13:00,E STATE ROAD 45 46 BYPASS & N DUNN ST,LB210,M,W,26,9-21-5-2,SPEED MAXIMUM,25,M,B,3,2017
892,    C6470,2017-09-29 00:00:00,14:57:00,S ROGERS ST & W 2ND ST,LB409,F,W,29,9-24-19-1,DRIVING WHILE SUSPENDED,26,M,W,3,2017
893,    C6442,2017-09-29 00:00:00,14:49:00,S ROGERS ST & W KIRKWOOD AVE,LB520,F,B,74,9-24-19-1,DRIVING WHILE SUSPENDED,32,F,W,3,2017
894,    C6445,2017-09-29 00:00:00,09:45:00,S WALNUT STREET PIKE & E WINSLOW RD,LB328,M,W,44,9-24-19-1,DRIVING WHILE SUSPENDED,43,M,W,3,2017
895,    C6441,2017-09-29 00:00:00,17:48:00,3100 W 3RD ST,LB524,M,B,29,9-24-19-1,DRIVING WHILE SUSPENDED,29,M,W,3,2017
896,    C6416,2017-09-29 00:00:00,23:00:00,321 N WASHINGTON ST,LB102,M,W,21,14.09.030,NOISE VIOLATION,34,M,W,3,2017
897,    C6476,2017-09-29 00:00:00,23:30:00,426 E 6TH ST,LB102,M,W,21,14.09.030,NOISE VIOLATION,35,M,W,3,2017
898,    C6451,2017-09-29 00:00:00,09:52:00,S ROGERS ST & W 4TH ST,LB408,F,W,24,9-18.1-11-2(b)(2),OPERATING WITH EXPIRED PLATES/IFC,52,F,W,3,2017
899,    C6436,2017-09-30 00:00:00,20:23:00,S LINCOLN ST & E 3RD ST,LB104,F,B,19,9-24-19-1,DRIVING WHILE SUSPENDED,25,M,W,3,2017
900,    C6474,2017-09-30 00:00:00,23:15:00,526 S MITCHELL ST,LB303,F,W,22,14.09.030,NOISE VIOLATION,26,M,W,3,2017
901,    C6472,2017-09-30 00:00:00,02:47:00,1000 E ATWATER AVE,LB302,M,W,20,14.09.030,NOISE VIOLATION,26,M,W,3,2017
902,    C6477,2017-09-30 00:00:00,00:30:00,332 W GEORGIA AVE,LB519,M,U,19,14.09.030,NOISE VIOLATION,35,M,W,3,2017
903,    C6438,2017-09-30 00:00:00,16:15:00,S ROGERS ST & W PATTERSON DR,LB412,M,W,22,9-25-8-2,OPERATING/PERMITTING OPERATION W/O FINAN,24,M,W,3,2017
904,C7136,2017-12-22 00:00:00,04:45:00,W STATE ROAD 45,LB416,F,U,32,9-25-8-2,OPERATING/PERMITTING OPERATION W/O FINAN,28,M,W,4,2017
905,C7124,2017-12-20 00:00:00,13:37:00,1700 W BLOOMFIELD RD; TWIN LAKES RECREATION CENTER,LB414,M,W,36,9-21-8-25,"TURNS, SIGNALING",28,M,W,4,2017
906,C7100,2017-12-13 00:00:00,16:33:00,3201 W STATE ROAD 45,LB427,F,W,22,9-24-19-1,DRIVING WHILE SUSPENDED,28,M,W,4,2017
907,C7041,2017-12-06 00:00:00,20:20:00,S ROGERS ST & W ALLEN ST,LB412,M,W,52,9-24-19-1,DRIVING WHILE SUSPENDED,28,M,W,4,2017
908,C7028,2017-12-05 00:00:00,21:06:00,W 3RD ST & S GATES DR,LB403,F,W,66,9-18.1-11-2(b)(2),OPERATING WITH EXPIRED PLATES/IFC,28,M,W,4,2017
909,C6935,2017-11-26 00:00:00,18:29:00,S ROGERS ST & W 1ST ST,LB409,F,W,22,9-24-19-1,DRIVING WHILE SUSPENDED,28,M,W,4,2017
910,C6695,2017-10-22 00:00:00,16:48:00,W 3RD ST & S KIMBLE DR,LB523,M,W,40,9-24-19-1,DRIVING WHILE SUSPENDED,28,M,W,4,2017
911,C7009,2017-12-02 00:00:00,10:18:00,N CURRY PIKE & W JONATHAN DR,LMN09,F,W,37,9-24-19-1,DRIVING WHILE SUSPENDED,53,F,W,4,2017
912,C7006,2017-12-01 00:00:00,11:48:00,W STATE ROAD 45 46 BYPASS & N STATE ROAD 37 RAMP,LB509,F,W,31,9-18.1-11-2(b)(2),OPERATING WITH EXPIRED PLATES/IFC,53,F,W,4,2017
913,C6996,2017-12-01 00:00:00,09:17:00,N COLLEGE AVE & W 17TH ST,LB519,F,W,21,9-18.1-11-2(b)(2),OPERATING WITH EXPIRED PLATES/IFC,53,F,W,4,2017
914,C6979,2017-11-30 00:00:00,12:53:00,S COLLEGE MALL RD & E 3RD ST,LB221,F,W,25,9-18.1-11-2(b)(2),OPERATING WITH EXPIRED PLATES/IFC,53,F,W,4,2017
915,C6938,2017-11-24 00:00:00,09:46:00,W ARLINGTON RD & W 17TH ST,LB514,F,L,18,9-24-7-4,LEARNERS PERMIT,53,F,W,4,2017
916,C6881,2017-11-15 00:00:00,01:31:00,S FRANKLIN RD & W 3RD ST,LB404,F,W,32,9-18.1-11-2(b)(2),OPERATING WITH EXPIRED PLATES/IFC,53,F,W,4,2017
917,C6844,2017-11-12 00:00:00,12:10:00,W 10TH ST & W COTTAGE GROVE AVE,LB518,F,U,24,9-18.1-11-2(b)(2),OPERATING WITH EXPIRED PLATES/IFC,53,F,W,4,2017
918,C6854,2017-11-11 00:00:00,10:48:00,S WALNUT ST & E 4TH ST,LB103,M,U,27,9-18.1-11-2(b)(2),OPERATING WITH EXPIRED PLATES/IFC,53,F,W,4,2017
919,C6783,2017-11-01 00:00:00,20:27:00,E 10TH ST & N STATE ROAD 45 46 BYPASS,LIU10,F,U,29,9-18.1-11-2(b)(2),OPERATING WITH EXPIRED PLATES/IFC,53,F,W,4,2017
920,C6761,2017-10-28 00:00:00,06:56:00,E 3RD ST & S HAWTHORNE DR,LIU14,F,U,37,9-21-5-6,EXCEEDING POSTED SPEED LIMIT,53,F,W,4,2017
921,C6757,2017-10-27 00:00:00,10:53:00,S CURRY PIKE & W 3RD ST,LB402,M,W,34,9-21-8-41,TRAFFIC CONTROL DEVICE DIS,53,F,W,4,2017
922,C6756,2017-10-27 00:00:00,09:36:00,S STATE ROAD 37 & W 3RD ST,LB524,F,U,33,9-18.1-2-3,REGISTRATION AND DISPLAY OF REGISTRATION,53,F,W,4,2017
923,C6722,2017-10-23 00:00:00,21:20:00,W 3RD ST & S ROGERS ST,LB103,F,U,43,9-24-19-1,DRIVING WHILE SUSPENDED,53,F,W,4,2017
924,C6491,2017-10-04 00:00:00,08:51:00,N MADISON ST & W 17TH ST,LB519,M,W,40,9-18.1-2-3,REGISTRATION AND DISPLAY OF REGISTRATION,53,F,W,4,2017
925,C7139,2017-12-22 00:00:00,20:45:00,S COLLEGE AVE & W KIRKWOOD AVE,LB101,M,W,19,35-45-3-3,THROWING BURNING MATERIAL /MV,24,M,L,4,2017
926,C7027,2017-12-05 00:00:00,19:00:00,E 3RD ST & S KINGSTON DR,LB305,F,U,22,9-18-2-7,EXPIRED LICENSE PLATES,24,M,L,4,2017
927,C6884,2017-11-15 00:00:00,21:07:00,N COLLEGE AVE & W 7TH ST,LB101,M,W,27,9-21-8-25,"TURNS, SIGNALING",24,M,L,4,2017
928,C6911,2017-11-20 00:00:00,14:15:00,W 3RD ST & S LANDMARK AVE,LB405,M,W,24,9-24-19-1,DRIVING WHILE SUSPENDED,25,M,W,4,2017
929,C6849,2017-11-10 00:00:00,15:58:00,N MADISON ST & W 17TH ST,LB519,M,B,22,9-24-19-1,DRIVING WHILE SUSPENDED,25,M,W,4,2017
930,C6856,2017-11-13 00:00:00,14:18:00,S FAIRVIEW ST & W KIRKWOOD AVE,LB408,M,W,27,9-24-19-1,DRIVING WHILE SUSPENDED,27,M,W,4,2017
931,C6847,2017-11-09 00:00:00,16:00:00,S WALKER ST & W 2ND ST,LB406,M,W,21,9-24-19-1,DRIVING WHILE SUSPENDED,27,M,W,4,2017
932,C6848,2017-11-09 00:00:00,16:00:00,S WALKER ST & W 2ND ST,LB406,M,W,21,9-18-2-7,EXPIRED LICENSE PLATES,27,M,W,4,2017
933,C6759,2017-10-28 00:00:00,16:13:00,S WALNUT ST & E GRIMES LN,LB314,F,W,31,9-19-10-2,FRONT SEAT PASSENGER RESTRAINT,27,M,W,4,2017
934,C6685,2017-10-19 00:00:00,19:17:00,W DODDS ST & S ROGERS ST,LB412,M,W,21,9-19-10-2,FRONT SEAT PASSENGER RESTRAINT,27,M,W,4,2017
935,C6697,2017-10-19 00:00:00,16:52:00,3201 W 3RD ST; OUTBACK STEAKHOUSE,LB403,M,W,50,35-45-3-2,LITTERING,27,M,W,4,2017
936,C6698,2017-10-19 00:00:00,15:13:00,S WALKER ST & W 1ST ST,LB409,M,W,32,9-18.1-11-2(b)(2),OPERATING WITH EXPIRED PLATES/IFC,27,M,W,4,2017
937,C6699,2017-10-19 00:00:00,13:07:00,S WALNUT ST & E 2ND ST,LB103,M,W,49,9-18.1-11-2(b)(2),OPERATING WITH EXPIRED PLATES/IFC,27,M,W,4,2017
938,C7099,2017-12-13 00:00:00,09:26:00,NOTA & COVENANTER,LB311,M,W,76,9-24-19-1,DRIVING WHILE SUSPENDED,58,M,W,4,2017
939,C6905,2017-11-19 00:00:00,22:50:00,E 3RD ST & S SMITH RD,LB306,M,B,21,9-19-6-4,IMPROPER TAIL/LICENSE PLATE LI,33,M,W,4,2017
940,C6905,2017-11-19 00:00:00,22:50:00,E 3RD ST & S SMITH RD,LB306,M,B,21,9-24-19-1,DRIVING WHILE SUSPENDED,33,M,W,4,2017
941,C6803,2017-11-06 00:00:00,23:49:00,E NORTH DR & S WALNUT ST,LB421,M,W,24,9-18-2-45,IMPROPERLY REGISTERED VEHICLES,33,M,W,4,2017
942,C6804,2017-11-06 00:00:00,23:49:00,E NORTH DR & S WALNUT ST,LB421,M,W,24,9-25-8-2,OPERATING/PERMITTING OPERATION W/O FINAN,33,M,W,4,2017
943,C6805,2017-11-06 00:00:00,23:49:00,E NORTH DR & S WALNUT ST,LB421,M,W,24,9-19-6-3,NO OR IMPROPER HEADLIGHTS,33,M,W,4,2017
944,C6824,2017-11-06 00:00:00,23:14:00,652 E RIDGE CREST CT,LB316,M,B,20,14.09.030,NOISE VIOLATION,33,M,W,4,2017
945,C7110,2017-12-15 00:00:00,09:36:00,1600 W 3RD ST,LB521,M,W,24,9-24-19-1,DRIVING WHILE SUSPENDED,51,M,W,4,2017
946,C7142,2017-12-24 00:00:00,00:15:00,N MADISON ST & W 17TH ST,LB519,M,B,28,9-24-19-1,DRIVING WHILE SUSPENDED,24,F,W,4,2017
947,C7140,2017-12-23 00:00:00,23:55:00,S ROGERS ST & W 4TH ST,LB408,M,U,29,9-24-19-1,DRIVING WHILE SUSPENDED,24,F,W,4,2017
948,C7114,2017-12-18 00:00:00,23:00:00,2607 N WALNUT ST; APT 2213,LB511,F,B,26,14.09.030,NOISE VIOLATION,24,F,W,4,2017
949,C7108,2017-12-17 00:00:00,23:03:00,N SUMMIT ST & N MONROE ST,LB517,M,B,19,9-21-8-41,TRAFFIC CONTROL DEVICE DIS,24,F,W,4,2017
950,C7109,2017-12-16 00:00:00,22:25:00,930 S MANOR RD,LB313,M,W,45,14.09.030,NOISE VIOLATION,24,F,W,4,2017
951,C7057,2017-12-07 00:00:00,10:50:00,W 11TH ST & N ROGERS ST,LB518,F,W,21,9-21-8-32,DISREGARDING STOP SIGN,24,F,W,4,2017
952,C7022,2017-12-05 00:00:00,01:08:00,3100 S WALNUT ST; EAGLES LODGE,LB433,M,W,55,14.09.030,NOISE VIOLATION,24,F,W,4,2017
953,C6968,2017-11-29 00:00:00,00:39:00,308 W RILEY DR; APT 7,LB512,M,W,19,14.09.030,NOISE VIOLATION,24,F,W,4,2017
954,C6969,2017-11-29 00:00:00,00:39:00,308 W RILEY DR; APT 7,LB512,M,W,19,14.09.030,NOISE VIOLATION,24,F,W,4,2017
955,C6970,2017-11-29 00:00:00,00:39:00,308 W RILEY DR; APT 7,LB512,M,W,19,14.09.030,NOISE VIOLATION,24,F,W,4,2017
956,C6971,2017-11-29 00:00:00,00:39:00,308 W RILEY DR; APT 7,LB512,M,W,19,14.09.030,NOISE VIOLATION,24,F,W,4,2017
957,C6941,2017-11-28 00:00:00,03:44:00,N SUMMIT ST & N MONROE ST,LB517,F,W,27,9-21-8-32,DISREGARDING STOP SIGN,24,F,W,4,2017
958,C6855,2017-11-12 00:00:00,12:22:00,N SUMMIT ST & N MONROE ST,LB517,M,W,17,9-21-8-32,DISREGARDING STOP SIGN,24,F,W,4,2017
959,C6836,2017-11-08 00:00:00,23:45:00,N SUMMIT ST & N MONROE ST,LB517,F,B,27,9-24-19-1,DRIVING WHILE SUSPENDED,24,F,W,4,2017
960,C6837,2017-11-08 00:00:00,22:25:00,N SUMMIT ST & N MONROE ST,LB517,F,W,19,9-21-8-32,DISREGARDING STOP SIGN,24,F,W,4,2017
961,C6835,2017-11-08 00:00:00,13:45:00,N SUMMIT ST & N MONROE ST,LB517,F,B,27,9-21-8-32,DISREGARDING STOP SIGN,24,F,W,4,2017
962,C6815,2017-11-02 00:00:00,21:56:00,N SUMMIT ST & N MONROE ST,LB517,F,W,30,9-18.1-11-2(b)(2),OPERATING WITH EXPIRED PLATES/IFC,24,F,W,4,2017
963,C6816,2017-11-02 00:00:00,21:56:00,N SUMMIT ST & N MONROE ST,LB517,F,W,30,9-21-8-32,DISREGARDING STOP SIGN,24,F,W,4,2017
964,C6762,2017-10-29 00:00:00,22:35:00,N SUMMIT ST & N MONROE ST,LB517,M,W,20,9-21-8-32,DISREGARDING STOP SIGN,24,F,W,4,2017
965,C6713,2017-10-22 00:00:00,16:51:00,N WALNUT ST & E 10TH ST,LB102,M,W,29,9-24-19-1,DRIVING WHILE SUSPENDED,24,F,W,4,2017
966,C6719,2017-10-22 00:00:00,16:28:00,W 2ND ST & S COLLEGE AVE,LB103,M,W,20,9-21-8-9,WRONG WAY ON ONE WAY,24,F,W,4,2017
967,C6717,2017-10-22 00:00:00,16:24:00,W 2ND ST & S COLLEGE AVE,LB103,M,U,20,9-19-10-2,FRONT SEAT PASSENGER RESTRAINT,24,F,W,4,2017
968,C6705,2017-10-20 00:00:00,23:00:00,W 11TH ST & N MONROE ST,LB517,F,W,29,9-24-19-1,DRIVING WHILE SUSPENDED,24,F,W,4,2017
969,C6590,2017-10-16 00:00:00,08:40:00,E MCCRACKEN WAY & N SMITH RD,LB219,F,W,27,9-24-19-1,DRIVING WHILE SUSPENDED,24,F,W,4,2017
970,C6591,2017-10-16 00:00:00,00:20:00,W ARLINGTON RD & W 17TH ST,LB514,M,B,52,9-24-19-1,DRIVING WHILE SUSPENDED,24,F,W,4,2017
971,C6591,2017-10-16 00:00:00,00:20:00,W ARLINGTON RD & W 17TH ST,LB514,M,B,52,9-18.1-11-2(b)(2),OPERATING WITH EXPIRED PLATES/IFC,24,F,W,4,2017
972,C6587,2017-10-14 00:00:00,23:30:00,1333 N WASHINGTON ST,LB212,M,W,19,14.09.030,NOISE VIOLATION,24,F,W,4,2017
973,C6588,2017-10-14 00:00:00,23:25:00,1401 N LINCOLN ST,LB212,M,W,20,14.09.030,NOISE VIOLATION,24,F,W,4,2017
974,C6532,2017-10-08 00:00:00,12:52:00,KIRKWOOD & COLLEGE AVE,LB101,M,W,47,9-21-8-25,"TURNS, SIGNALING",24,F,W,4,2017
975,C6940,2017-11-26 00:00:00,08:20:00,S COLLEGE MALL RD & E 3RD ST,LB221,M,W,25,9-24-19-1,DRIVING WHILE SUSPENDED,56,M,W,4,2017
976,C6901,2017-11-08 00:00:00,18:14:00,S ROGERS ST & S ROCKPORT RD,LB420,M,W,23,9-24-19-1,DRIVING WHILE SUSPENDED,56,M,W,4,2017
977,C6846,2017-11-09 00:00:00,11:48:00,N WASHINGTON ST & E 6TH ST,LB102,M,B,33,9-25-8-2,OPERATING/PERMITTING OPERATION W/O FINAN,52,M,W,4,2017
978,C6531,2017-10-09 00:00:00,08:09:00,3000 E COVENANTER DR,LB310,M,A,22,9-25-8-2,OPERATING/PERMITTING OPERATION W/O FINAN,52,M,W,4,2017
979,C6754,2017-10-27 00:00:00,16:00:00,E 3RD ST & S PETE ELLIS DR,LB305,M,A,20,9-25-8-2,OPERATING/PERMITTING OPERATION W/O FINAN,34,M,W,4,2017
980,C6712,2017-10-22 00:00:00,15:30:00,S COLLEGE MALL RD & E 3RD ST,LB221,M,W,28,9-25-4-1,NO FINANCIAL RESPONSIBILITY,34,M,W,4,2017
981,C6767,2017-10-31 00:00:00,03:00:00,504 E 15TH ST,LB214,M,W,23,14.09.030,NOISE VIOLATION,33,M,W,4,2017
982,C7143,2017-12-24 00:00:00,20:55:00,W 2ND ST & S COLLEGE AVE,LB103,F,U,19,9-25-8-2,OPERATING/PERMITTING OPERATION W/O FINAN,37,F,W,4,2017
983,C7020,2017-12-04 00:00:00,18:26:00,W 3RD ST & S LIBERTY DR,LB403,M,W,21,9-24-19-1,DRIVING WHILE SUSPENDED,37,F,W,4,2017
984,C6823,2017-11-02 00:00:00,20:26:00,S COLLEGE MALL RD & E BUICK CADILLAC BLVD,LB305,M,A,34,9-18.1-11-2(b)(2),OPERATING WITH EXPIRED PLATES/IFC,37,F,W,4,2017
985,C6732,2017-10-25 00:00:00,16:49:00,S HIGH ST & E MAXWELL LN,LB303,M,A,21,9-21-8-32,DISREGARDING STOP SIGN,37,F,W,4,2017
986,C6691,2017-10-20 00:00:00,21:04:00,S WALNUT ST & E ALLEN ST,LB314,F,W,29,9-19-6-4,IMPROPER TAIL/LICENSE PLATE LI,37,F,W,4,2017
987,C6586,2017-10-14 00:00:00,20:14:00,W 17TH ST & N MONROE ST,LB518,M,B,54,9-24-1-1,"LICENSES, CLASSES OF",37,F,W,4,2017
988,C7123,2017-12-20 00:00:00,23:53:00,W 7TH ST & N ADAMS ST,LB521,M,B,41,9-21-11-9,LAMPS & REFLECTORS ON BICYCLE,30,M,W,4,2017
989,C7004,2017-12-03 00:00:00,01:38:00,E RHORER RD & S SARE RD,LB334,M,W,39,9-24-19-1,DRIVING WHILE SUSPENDED,30,M,W,4,2017
990,C7004,2017-12-03 00:00:00,01:38:00,E RHORER RD & S SARE RD,LB334,M,W,39,9-21-5-2,SPEED MAXIMUM,30,M,W,4,2017
991,C7179,2017-12-30 00:00:00,14:18:00,S HENDERSON ST & E HILLSIDE DR,LB314,M,W,71,9-21-3-8,DISREGARDING FLASHING SIGNAL,27,M,W,4,2017
992,C7169,2017-12-28 00:00:00,14:25:00,W 2ND ST & S PATTERSON DR,LB406,F,W,51,9-21-3-8,DISREGARDING FLASHING SIGNAL,27,M,W,4,2017
993,C7132,2017-12-23 00:00:00,21:30:00,812 E MILLER DR,LB316,M,W,52,9-21-8-2,LEFT OF CENTER,27,M,W,4,2017
994,C7133,2017-12-23 00:00:00,21:30:00,812 E MILLER DR,LB316,M,W,52,9-21-8-25,"TURNS, SIGNALING",27,M,W,4,2017
995,C7134,2017-12-23 00:00:00,21:30:00,812 E MILLER DR,LB316,M,W,52,9-18.1-11-2(b)(2),OPERATING WITH EXPIRED PLATES/IFC,27,M,W,4,2017
996,C7060,2017-12-10 00:00:00,15:32:00,E GRAHAM PL & S HENDERSON ST,LB327,M,W,27,9-24-19-1,DRIVING WHILE SUSPENDED,27,M,W,4,2017
997,C7003,2017-12-02 00:00:00,19:31:00,105 E WINSLOW RD; IU CREDIT UNION SOUTH,LB327,M,W,38,9-24-13-3,POSSESSION & DISPLAY OF DL AND PERMIT REQUIRED,27,M,W,4,2017
998,C6926,2017-11-18 00:00:00,23:15:00,933 N WALNUT ST; APT 201,LB519,M,U,22,14.09.030,NOISE VIOLATION,27,M,W,4,2017
