Name,Console,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Dead or Alive Paradise,PSP,2010.0,Misc,Ubisoft Annecy,0.07,0.02,0.07,0.02,0.18,38.0,34.0,5.6,37.0,"Team Ninja, Tecmo",M
Fight Night Round 4,X360,2009.0,Fighting,Electronic Arts,0.95,0.33,0.0,0.13,1.4,87.0,76.0,8.1,86.0,EA Canada,T
Need for Speed Underground 2,PS2,2004.0,Racing,Electronic Arts,2.71,3.02,0.08,1.09,6.9,82.0,39.0,8.6,132.0,EA Canada,E
Enter the Matrix,XB,2003.0,Action,Atari,0.72,0.43,0.01,0.04,1.2,65.0,33.0,7.1,75.0,Shiny Entertainment,T
Tales of the World: Radiant Mythology,PSP,2006.0,Role-Playing,Ubisoft,0.17,0.01,0.23,0.02,0.43,66.0,27.0,7.8,25.0,Alfa System,T
NHL 06,PS2,2005.0,Sports,Electronic Arts,0.48,0.02,0.0,0.08,0.58,78.0,27.0,8.5,29.0,EA Canada,E10+
Madden NFL 2005,DS,2004.0,Sports,Electronic Arts,0.24,0.0,0.0,0.02,0.26,68.0,25.0,7.7,7.0,Exient Entertainment,E
Chessmaster,XB,2004.0,Misc,Ubisoft,0.1,0.03,0.0,0.0,0.13,79.0,12.0,9.0,6.0,Ubisoft,E
Star Fox Command,DS,2006.0,Shooter,Nintendo,0.38,0.01,0.1,0.04,0.53,76.0,56.0,7.3,56.0,Q-Games,E10+
NCAA Football 10,X360,2009.0,Sports,Electronic Arts,0.87,0.0,0.0,0.07,0.94,83.0,26.0,6.7,37.0,EA Tiburon,E
Street Fighter IV,X360,2009.0,Fighting,Capcom,1.82,0.7,0.15,0.26,2.94,93.0,77.0,7.3,292.0,Capcom,T
Neopets Petpet Adventures: The Wand of Wishing,PSP,2006.0,Adventure,Sony Computer Entertainment,0.11,0.0,0.0,0.01,0.12,66.0,21.0,7.7,6.0,SCEA,E
Klonoa 2: Lunatea's Veil,PS2,2001.0,Platform,Sony Computer Entertainment,0.12,0.1,0.08,0.03,0.33,91.0,18.0,9.1,72.0,Namco,E
Rengoku II:  The Stairway To H.E.A.V.E.N.,PSP,2006.0,Action,Konami Digital Entertainment,0.02,0.0,0.0,0.0,0.02,51.0,24.0,7.6,14.0,Neverland,T
Knockout Kings 2001,PS,2000.0,Fighting,Electronic Arts,0.23,0.15,0.0,0.03,0.41,84.0,11.0,8.5,6.0,EA Sports,T
Persona 4: Arena,PS3,2012.0,Fighting,Atlus,0.3,0.11,0.24,0.07,0.73,86.0,47.0,7.7,180.0,Arc System Works,T
Monopoly,Wii,2008.0,Misc,Electronic Arts,0.86,0.83,0.0,0.2,1.89,70.0,11.0,7.8,17.0,Electronic Arts,E
Transformers: Fall of Cybertron,PC,2012.0,Action,Activision,0.01,0.0,0.0,0.0,0.01,78.0,13.0,7.9,121.0,"High Moon Studios, Mercenary Technologies",T
Batman: The Brave and the Bold the Videogame,DS,2010.0,Action,Warner Bros. Interactive Entertainment,0.23,0.04,0.0,0.02,0.29,74.0,14.0,8.0,8.0,WayForward,E10+
Curious George,PS2,2006.0,Action,Namco Bandai Games,0.06,0.05,0.0,0.02,0.12,53.0,13.0,7.7,6.0,Monkey Bar Games,E
Spyro: Enter the Dragonfly,PS2,2002.0,Platform,Universal Interactive,0.74,0.95,0.0,0.28,1.97,56.0,20.0,4.1,95.0,Check Six Games,E
Tom Clancy's Splinter Cell: Chaos Theory,XB,2005.0,Action,Ubisoft,0.68,0.38,0.0,0.05,1.11,94.0,70.0,9.0,160.0,Ubisoft Montreal,M
God of War II,PS2,2007.0,Action,Sony Computer Entertainment,2.32,0.04,0.04,1.67,4.07,93.0,70.0,8.9,709.0,SCE Santa Monica,M
Call of Duty: Black Ops II,X360,2012.0,Shooter,Activision,8.25,4.24,0.07,1.12,13.67,83.0,73.0,4.8,2256.0,Treyarch,M
GRID Autosport,PS3,2014.0,Racing,Codemasters,0.05,0.09,0.01,0.03,0.18,75.0,35.0,6.8,62.0,Codemasters,E
BlazBlue: Chrono Phantasma Extend,PS4,2015.0,Action,PQube,0.07,0.03,0.02,0.02,0.14,80.0,10.0,7.7,31.0,Arc System Works,T
Tiger Woods PGA Tour 12: The Masters,Wii,2011.0,Sports,Electronic Arts,0.2,0.11,0.0,0.03,0.34,85.0,14.0,6.7,7.0,Electronic Arts,E
Skylanders Giants,X360,2012.0,Action,Activision,0.75,0.44,0.0,0.11,1.3,80.0,35.0,6.6,38.0,Toys for Bob,E10+
Final Fantasy XII,PS2,2006.0,Role-Playing,Square Enix,1.88,0.0,2.33,1.74,5.95,92.0,64.0,7.6,972.0,Square Enix,T
Brain Age: Train Your Brain in Minutes a Day,DS,2005.0,Misc,Nintendo,4.74,9.2,4.16,2.04,20.15,77.0,58.0,7.9,50.0,Nintendo,E
Crash: Twinsanity,XB,2004.0,Platform,Vivendi Games,0.11,0.03,0.0,0.01,0.15,66.0,30.0,8.7,29.0,Traveller's Tales,E
Tom Clancy's Splinter Cell,XB,2002.0,Action,Ubisoft,1.85,1.04,0.0,0.13,3.02,93.0,46.0,8.5,121.0,Ubisoft Montreal,T
Murdered: Soul Suspect,PC,2014.0,Action,Square Enix,0.0,0.05,0.0,0.0,0.05,59.0,22.0,7.4,379.0,Airtight Games,M
Titanfall 2,XOne,2016.0,Shooter,Electronic Arts,0.37,0.15,0.0,0.05,0.57,87.0,31.0,8.0,261.0,Respawn Entertainment,M
Army of Two: The 40th Day,PSP,2010.0,Shooter,Electronic Arts,0.12,0.13,0.0,0.08,0.32,49.0,11.0,6.0,32.0,"Buzz Monkey, EA Montreal",M
Mario Tennis Ultra Smash,WiiU,2015.0,Sports,Nintendo,0.13,0.15,0.14,0.02,0.44,58.0,58.0,5.3,133.0,"Nintendo, Camelot Software Planning",E
The Matrix: Path of Neo,PS2,2005.0,Action,Atari,0.41,0.01,0.0,0.07,0.49,69.0,42.0,7.9,42.0,Shiny Entertainment,T
All-Star Baseball 2004,GC,2003.0,Sports,Acclaim Entertainment,0.06,0.02,0.0,0.0,0.08,80.0,14.0,9.2,5.0,Acclaim,E
Supreme Commander: Forged Alliance,PC,2007.0,Strategy,THQ,0.01,0.02,0.0,0.0,0.04,81.0,35.0,8.9,219.0,Gas Powered Games,E10+
Guitar Hero II,X360,2007.0,Misc,Activision,2.01,0.02,0.0,0.17,2.2,92.0,55.0,8.1,220.0,Harmonix Music Systems,T
Gladius,PS2,2003.0,Strategy,Activision,0.1,0.08,0.0,0.03,0.2,78.0,27.0,8.0,22.0,LucasArts,T
Dragon Quest Monsters: Joker 2,DS,2010.0,Role-Playing,Square Enix,0.09,0.07,1.24,0.02,1.41,77.0,33.0,7.3,15.0,TOSE,E
Britney's Dance Beat,PS2,2002.0,Misc,THQ,0.12,0.09,0.0,0.03,0.24,63.0,20.0,4.8,20.0,Metro Graphics,E
Rampage: Total Destruction,GC,2006.0,Action,Midway Games,0.31,0.08,0.0,0.01,0.4,57.0,24.0,6.7,6.0,"Pipeworks Software, Inc.",E10+
DJ Hero 2,PS3,2010.0,Misc,Activision,0.47,0.19,0.0,0.1,0.75,86.0,46.0,7.8,22.0,FreeStyleGames,T
Dead Rising 2: Off the Record,X360,2011.0,Action,Capcom,0.17,0.08,0.0,0.02,0.27,72.0,48.0,7.5,60.0,Capcom Vancouver,M
Disgaea 3: Absence of Justice,PS3,2008.0,Role-Playing,Square Enix,0.33,0.03,0.11,0.04,0.52,78.0,51.0,7.5,150.0,Nippon Ichi Software,T
Harry Potter and the Chamber of Secrets,GBA,2002.0,Action,Electronic Arts,1.21,0.64,0.05,0.09,1.99,76.0,11.0,7.9,14.0,Eurocom Entertainment Software,E
Rayman Arena,GC,2002.0,Racing,Ubisoft,0.11,0.03,0.0,0.0,0.14,60.0,10.0,7.2,6.0,Ubisoft,E
Sega Rally Revo,X360,2007.0,Racing,Sega,0.12,0.28,0.0,0.05,0.45,77.0,42.0,7.2,30.0,SEGA Racing Studio,E
Bionicle,GC,2003.0,Action,Electronic Arts,0.16,0.04,0.0,0.01,0.21,47.0,5.0,4.2,5.0,Argonaut Games,E
The King of Fighters Collection: The Orochi Saga,PSP,2008.0,Fighting,Ignition Entertainment,0.07,0.0,0.0,0.0,0.07,61.0,16.0,7.0,9.0,SNK Playmore,T
Stuntman,PS2,2002.0,Racing,Atari,0.76,0.59,0.0,0.2,1.55,71.0,37.0,5.7,36.0,Reflections Interactive,T
James Bond 007: Everything or Nothing,GC,2004.0,Shooter,Electronic Arts,0.32,0.08,0.0,0.01,0.42,84.0,41.0,8.2,25.0,EA Redwood Shores,T
The Italian Job,PS2,2003.0,Racing,Eidos Interactive,0.11,0.09,0.0,0.03,0.23,55.0,18.0,6.3,4.0,Climax Group,T
Sonic's Ultimate Genesis Collection,PS3,2009.0,Misc,Sega,1.34,0.6,0.0,0.31,2.26,80.0,35.0,8.6,43.0,Backbone Entertainment,E10+
Bejeweled Twist,PC,2008.0,Puzzle,PopCap Games,0.01,0.04,0.0,0.01,0.05,78.0,12.0,7.3,11.0,PopCap,E
Fight Night 2004,XB,2004.0,Fighting,Electronic Arts,0.51,0.15,0.0,0.02,0.68,85.0,47.0,8.7,20.0,EA Sports,T
Mafia,PC,2002.0,Action,Take-Two Interactive,0.0,0.04,0.0,0.01,0.04,88.0,27.0,9.1,863.0,Illusion Softworks,M
Battlefield 2142,PC,2006.0,Shooter,Electronic Arts,0.0,0.02,0.0,0.0,0.03,80.0,48.0,6.8,326.0,EA DICE,T
Ar tonelico Qoga: Knell of Ar Ciel,PS3,2010.0,Role-Playing,Tecmo Koei,0.08,0.01,0.13,0.01,0.24,61.0,27.0,5.4,101.0,Gust,M
Need for Speed Underground,GC,2003.0,Racing,Electronic Arts,0.69,0.48,0.01,0.03,1.21,83.0,24.0,9.0,45.0,Electronic Arts,E
Alone in the Dark,PS2,2008.0,Adventure,Atari,0.03,0.02,0.0,0.01,0.06,47.0,10.0,5.4,24.0,Hydravision,M
X-Blades,X360,2009.0,Action,SouthPeak Games,0.1,0.02,0.02,0.01,0.14,50.0,39.0,5.4,14.0,Gaijin Entertainment,M
Test Drive,XB,2002.0,Racing,Atari,0.35,0.05,0.0,0.02,0.42,71.0,16.0,8.7,10.0,Pitbull Syndicate,T
Fatal Frame: Maiden of Black Water,WiiU,2014.0,Action,Nintendo,0.0,0.03,0.08,0.0,0.11,67.0,58.0,7.6,226.0,Koei Tecmo Games,M
Ridge Racer,PSP,2004.0,Racing,Sony Computer Entertainment,0.36,0.44,0.32,0.27,1.4,88.0,58.0,8.2,65.0,Namco,E
Strikers 1945,PS,1998.0,Shooter,Midas Interactive Entertainment,0.07,0.05,0.0,0.01,0.12,63.0,5.0,8.2,6.0,Psikyo,E
The LEGO Movie Videogame,PS4,2014.0,Action,Warner Bros. Interactive Entertainment,0.24,0.31,0.01,0.11,0.67,71.0,31.0,7.1,98.0,TT Games,E10+
Art of Fighting Anthology,PS2,2006.0,Fighting,Crave Entertainment,0.02,0.02,0.0,0.01,0.04,60.0,19.0,7.0,4.0,SNK Playmore,T
NHL 2K10,X360,2009.0,Sports,Take-Two Interactive,0.11,0.02,0.0,0.01,0.15,69.0,31.0,7.9,15.0,Take-Two Interactive,E10+
Tom Clancy's The Division,PC,2016.0,Shooter,Ubisoft,0.22,0.15,0.0,0.04,0.41,79.0,33.0,5.8,1188.0,Massive Entertainment,M
Major League Baseball 2K12,PS3,2012.0,Sports,Take-Two Interactive,0.18,0.0,0.0,0.02,0.19,68.0,8.0,4.4,5.0,Visual Concepts,E
X-Men: Next Dimension,PS2,2002.0,Fighting,Activision,0.23,0.18,0.0,0.06,0.47,61.0,19.0,8.7,13.0,Paradox Development,T
Supercar Street Challenge,PS2,2001.0,Racing,Activision,0.55,0.43,0.0,0.14,1.12,57.0,15.0,7.6,9.0,Exakt,E
Fat Princess: Fistful of Cake,PSP,2010.0,Action,Sony Computer Entertainment,0.08,0.02,0.0,0.02,0.12,74.0,33.0,8.7,25.0,SuperVillain Studios,T
TMNT: Mutant Melee,XB,2005.0,Fighting,Konami Digital Entertainment,0.01,0.0,0.0,0.0,0.02,43.0,13.0,4.8,5.0,Konami Computer Entertainment Hawaii,T
NCIS,X360,2011.0,Adventure,Ubisoft,0.1,0.02,0.0,0.01,0.14,35.0,11.0,4.7,7.0,Ubisoft,T
Condemned: Criminal Origins,X360,2005.0,Action,Sega,0.36,0.02,0.0,0.03,0.41,81.0,72.0,8.2,146.0,Monolith Productions,M
Skylanders SWAP Force,WiiU,2013.0,Platform,Activision,0.38,0.15,0.0,0.05,0.58,89.0,7.0,6.0,96.0,Vicarious Visions,E10+
World Soccer Winning Eleven 6 International,PS2,2002.0,Sports,Konami Digital Entertainment,0.12,1.26,1.16,0.45,2.99,93.0,24.0,9.1,65.0,KCET,E
Pro Evolution Soccer 2010,PSP,2009.0,Sports,Konami Digital Entertainment,0.09,0.33,0.2,0.18,0.8,72.0,9.0,4.6,5.0,Konami,E
Twisted Metal: Head On,PSP,2005.0,Action,Sony Computer Entertainment,0.71,0.0,0.0,0.06,0.77,79.0,45.0,8.2,38.0,Incognito Inc.,T
Quake III: Revolution,PS2,2001.0,Shooter,Electronic Arts,0.1,0.08,0.0,0.03,0.21,84.0,18.0,7.2,11.0,Bullfrog Productions,M
Star Ocean: Second Evolution,PSP,2008.0,Role-Playing,Square Enix,0.14,0.01,0.16,0.02,0.34,75.0,37.0,7.1,26.0,TOSE,T
Little League World Series Baseball 2008,Wii,2008.0,Sports,Activision,0.09,0.0,0.0,0.01,0.09,70.0,8.0,8.0,6.0,Now Production,E
Theme Park Roller Coaster,PS2,2000.0,Strategy,Electronic Arts,0.23,0.18,0.0,0.06,0.48,82.0,11.0,7.9,17.0,Bullfrog Productions,E
Ridge Racer,PSV,2011.0,Racing,Namco Bandai Games,0.03,0.07,0.05,0.02,0.17,44.0,39.0,3.7,59.0,"Namco Bandai Games, Cellius",E10+
InuYasha: A Feudal Fairy Tale,PS,2002.0,Fighting,Namco Bandai Games,0.0,0.0,0.1,0.01,0.11,69.0,5.0,9.0,74.0,Dimps Corporation,T
NBA 2K8,X360,2007.0,Sports,Take-Two Interactive,0.79,0.0,0.0,0.07,0.85,81.0,33.0,7.0,28.0,Visual Concepts,E
Diablo,PC,1996.0,Role-Playing,Activision,0.01,1.58,0.0,0.0,1.59,94.0,12.0,8.7,850.0,Blizzard Entertainment,M
The Orange Box,X360,2007.0,Shooter,Electronic Arts,1.09,0.53,0.02,0.17,1.82,96.0,54.0,8.9,797.0,Valve Software,M
Summer Heat Beach Volleyball,PS2,2003.0,Sports,Acclaim Entertainment,0.14,0.11,0.0,0.04,0.28,65.0,21.0,7.7,19.0,Acclaim Studios Cheltenham,T
Blur,PS3,2010.0,Racing,Activision,0.22,0.36,0.02,0.12,0.72,81.0,58.0,8.2,86.0,Bizarre Creations,E10+
Need for Speed Carbon: Own the City,PSP,2006.0,Racing,Electronic Arts,0.87,0.97,0.0,0.58,2.42,73.0,14.0,7.9,39.0,EA Canada,E10+
Rocky,PS2,2002.0,Fighting,Rage Software,0.42,0.33,0.0,0.11,0.86,74.0,14.0,8.4,11.0,Rage Software,T
LEGO The Hobbit,XOne,2014.0,Action,Warner Bros. Interactive Entertainment,0.13,0.12,0.0,0.02,0.27,69.0,20.0,6.8,36.0,TT Games,E10+
Puzzle Quest 2,DS,2010.0,Puzzle,D3Publisher,0.1,0.0,0.0,0.01,0.11,74.0,27.0,5.8,11.0,Infinite Interactive,E10+
Silent Hill: Downpour,X360,2012.0,Action,Konami Digital Entertainment,0.22,0.08,0.0,0.02,0.32,68.0,38.0,7.3,269.0,Konami,M
Donkey Kong Country: Tropical Freeze,WiiU,2014.0,Platform,Nintendo,0.7,0.55,0.16,0.12,1.52,83.0,77.0,8.9,712.0,Retro Studios,E
Fishing Master,Wii,2007.0,Misc,Konami Digital Entertainment,0.29,0.0,0.0,0.02,0.31,58.0,9.0,8.1,9.0,Hudson Soft,E
WWE Crush Hour,PS2,2003.0,Racing,THQ,0.17,0.13,0.0,0.04,0.35,56.0,13.0,5.3,8.0,Pacific Coast Power & Light,T
Tom Clancy's Splinter Cell,GBA,2003.0,Action,Ubisoft,0.07,0.03,0.0,0.0,0.1,77.0,21.0,8.6,8.0,Ubisoft Montreal,T
Kessen II,PS2,2001.0,Strategy,THQ,0.13,0.1,0.2,0.03,0.46,71.0,15.0,8.3,22.0,Koei,T
Disney's Party,GC,2002.0,Misc,Electronic Arts,0.04,0.01,0.0,0.0,0.05,39.0,6.0,7.8,5.0,Neverland,E
Sid Meier's Civilization V,PC,2010.0,Strategy,Take-Two Interactive,0.98,0.52,0.0,0.17,1.68,90.0,70.0,7.9,2280.0,Firaxis Games,E10+
Monsters vs. Aliens,PC,2009.0,Action,Activision,0.01,0.01,0.0,0.0,0.03,63.0,8.0,6.2,5.0,Beenox,E10+
Art Academy: Lessons for Everyone,3DS,2012.0,Action,Nintendo,0.2,0.04,0.21,0.02,0.46,81.0,14.0,7.6,22.0,"Nintendo, Headstrong Games",E
Shattered Union,XB,2005.0,Strategy,Take-Two Interactive,0.03,0.01,0.0,0.0,0.04,66.0,17.0,6.9,7.0,PopTop Software,T
"Warhammer 40,000: Dawn of War II - Retribution",PC,2011.0,Strategy,THQ,0.0,0.06,0.0,0.02,0.08,80.0,52.0,7.8,235.0,Relic,M
Stunt GP,PS2,2001.0,Racing,Titus,0.02,0.02,0.0,0.01,0.05,49.0,8.0,8.1,9.0,Team 17,E
Aggressive Inline,XB,2002.0,Sports,Acclaim Entertainment,0.05,0.01,0.0,0.0,0.06,85.0,20.0,7.7,7.0,"Z-Axis, Ltd.",T
Super Mario Galaxy,Wii,2007.0,Platform,Nintendo,6.06,3.35,1.2,0.74,11.35,97.0,73.0,8.9,2147.0,Nintendo,E
Herdy Gerdy,PS2,2002.0,Adventure,Eidos Interactive,0.11,0.08,0.0,0.03,0.22,69.0,24.0,5.0,12.0,Core Design Ltd.,E
Homefront: The Revolution,PS4,2016.0,Shooter,Deep Silver,0.06,0.21,0.03,0.05,0.35,48.0,43.0,3.8,212.0,Deep Silver Dambuster Studios,M
Rage,X360,2011.0,Shooter,Bethesda Softworks,0.82,0.6,0.03,0.15,1.6,81.0,77.0,6.7,559.0,id Software,M
Disney's Kim Possible: Revenge of Monkey Fist,GBA,2002.0,Platform,THQ,0.37,0.14,0.0,0.01,0.51,62.0,4.0,8.8,8.0,Digital Eclipse,E
Mushroom Men: The Spore Wars,Wii,2008.0,Action,SouthPeak Games,0.16,0.01,0.0,0.01,0.18,72.0,37.0,8.7,33.0,Red Fly Studio,E10+
Baldur's Gate: Dark Alliance,GC,2002.0,Role-Playing,Virgin Interactive,0.11,0.03,0.0,0.0,0.14,79.0,10.0,7.7,22.0,High Voltage Software,T
Golden Axe: Beast Rider,PS3,2008.0,Action,Sega,0.13,0.14,0.0,0.06,0.32,44.0,30.0,5.6,23.0,Secret Level,M
RTX Red Rock,PS2,2003.0,Shooter,LucasArts,0.04,0.03,0.0,0.01,0.08,49.0,23.0,5.0,4.0,LucasArts,T
Jak and Daxter: The Precursor Legacy,PS2,2001.0,Platform,Sony Computer Entertainment,2.08,1.09,0.15,0.33,3.64,90.0,35.0,8.7,312.0,Naughty Dog,E
NHL 11,PS3,2010.0,Sports,Electronic Arts,0.4,0.12,0.0,0.07,0.59,88.0,38.0,7.1,54.0,Electronic Arts,E10+
Tiger Woods PGA Tour 13,PS3,2012.0,Sports,Electronic Arts,0.24,0.21,0.0,0.08,0.54,75.0,14.0,5.7,9.0,Electronic Arts,E
"Crouching Tiger, Hidden Dragon",PS2,2003.0,Action,Ubisoft,0.06,0.05,0.0,0.02,0.13,48.0,26.0,3.7,6.0,Light Weight,T
Watch Dogs 2,XOne,2016.0,Action,Ubisoft,0.17,0.16,0.0,0.03,0.36,83.0,9.0,7.7,131.0,Ubisoft Montreal,M
Tom Clancy's HAWX 2,X360,2010.0,Action,Ubisoft,0.24,0.09,0.01,0.03,0.36,68.0,57.0,6.3,29.0,Ubisoft,T
Shaun Palmer's Pro Snowboarder,PS2,2001.0,Sports,Codemasters,0.36,0.28,0.0,0.09,0.73,64.0,17.0,8.7,13.0,Dearsoft,E
Tiger Woods PGA Tour,PSP,2005.0,Sports,Electronic Arts,0.19,0.0,0.0,0.02,0.21,78.0,25.0,7.4,14.0,EA Canada,E
Silent Hill: Downpour,PS3,2012.0,Action,Konami Digital Entertainment,0.21,0.15,0.04,0.06,0.46,64.0,41.0,6.9,262.0,Vatra,M
Madden NFL 08,XB,2007.0,Sports,Electronic Arts,0.22,0.06,0.0,0.01,0.29,76.0,6.0,6.0,4.0,EA Tiburon,E
Crazy Taxi 3: High Roller,XB,2002.0,Racing,Sega,0.14,0.04,0.02,0.01,0.2,69.0,33.0,8.5,13.0,Hitmaker,T
Patapon,PSP,2007.0,Misc,Sony Computer Entertainment,0.33,0.25,0.07,0.16,0.81,86.0,60.0,8.7,102.0,SCE Japan Studio,E
Super Monkey Ball Adventure,GC,2006.0,Platform,Sega,0.12,0.03,0.0,0.0,0.15,51.0,24.0,7.2,9.0,TT Games,E
Terraria,PSV,2013.0,Action,Screenlife,0.0,0.01,0.09,0.0,0.1,85.0,17.0,7.8,112.0,Engine Software,T
Wasteland 2,XOne,2015.0,Role-Playing,Deep Silver,0.04,0.01,0.0,0.01,0.05,77.0,13.0,7.1,56.0,InXile Entertainment,M
Deca Sports,Wii,2008.0,Sports,Konami Digital Entertainment,1.11,0.85,0.29,0.25,2.5,50.0,23.0,5.4,16.0,CAProduction,E
N+,DS,2007.0,Platform,Atari,0.06,0.0,0.0,0.0,0.07,82.0,20.0,7.4,20.0,"Metanet Software Inc., SilverBirch Studios",E
2010 FIFA World Cup South Africa,Wii,2010.0,Sports,Electronic Arts,0.23,0.15,0.01,0.04,0.42,70.0,19.0,6.7,11.0,Electronic Arts,E
Portal Runner,PS2,2001.0,Platform,3DO,0.06,0.05,0.0,0.02,0.13,53.0,18.0,6.7,6.0,3DO,E
Harry Potter and the Deathly Hallows - Part 1,DS,2010.0,Action,Electronic Arts,0.19,0.18,0.0,0.04,0.41,56.0,6.0,6.0,4.0,Full Fat,E10+
Crash Nitro Kart,GC,2003.0,Racing,Vivendi Games,0.2,0.05,0.0,0.01,0.26,66.0,10.0,7.4,8.0,Vicarious Visions,E
Risk: Global Domination,PS2,2003.0,Strategy,Atari,0.19,0.15,0.0,0.05,0.38,60.0,9.0,8.8,25.0,Cyberlore Studios,T
The Lord of the Rings: The Two Towers,GC,2002.0,Action,Electronic Arts,0.41,0.11,0.0,0.01,0.53,82.0,13.0,8.7,23.0,Stormfront Studios,T
Ultimate Mortal Kombat,DS,2007.0,Fighting,Midway Games,0.07,0.01,0.0,0.01,0.09,73.0,26.0,8.6,22.0,Other Ocean Interactive,M
Madden NFL 12,X360,2011.0,Sports,Electronic Arts,2.42,0.11,0.0,0.16,2.69,78.0,55.0,5.9,94.0,EA Tiburon,E
Harry Potter and the Chamber of Secrets,XB,2002.0,Action,Electronic Arts,0.27,0.08,0.0,0.01,0.36,77.0,13.0,7.2,12.0,Eurocom Entertainment Software,E
Sneakers,XB,2002.0,Puzzle,Microsoft Game Studios,0.07,0.02,0.0,0.0,0.1,28.0,13.0,4.6,8.0,Media Vision,E
SSX 3,XB,2003.0,Sports,Electronic Arts,0.29,0.08,0.0,0.01,0.39,92.0,27.0,8.7,25.0,EA Canada,E
Terraria,XOne,2014.0,Action,505 Games,0.0,0.04,0.0,0.0,0.04,84.0,5.0,7.7,29.0,Engine Software,T
Tom Clancy's Ghost Recon,PS2,2002.0,Shooter,Ubisoft,1.42,0.4,0.0,0.12,1.94,63.0,18.0,8.3,22.0,Ubisoft,M
Tom Clancy's Splinter Cell: Chaos Theory,GC,2005.0,Action,Ubisoft,0.08,0.02,0.0,0.0,0.1,81.0,28.0,8.5,15.0,Ubisoft Montreal,M
Alias,PS2,2004.0,Action,Acclaim Entertainment,0.05,0.04,0.0,0.01,0.11,64.0,31.0,8.0,10.0,Acclaim Studios Cheltenham,T
Tom Clancy's Splinter Cell: Chaos Theory,DS,2005.0,Action,Ubisoft,0.06,0.0,0.0,0.01,0.07,50.0,22.0,7.0,25.0,Gameloft,T
Rugby 2004,PS2,2003.0,Sports,Electronic Arts,0.11,0.08,0.0,0.03,0.22,61.0,13.0,6.8,65.0,HB Studios Multimedia,E
Shrek,XB,2001.0,Platform,TDK Mediactive,0.25,0.1,0.0,0.01,0.36,49.0,19.0,5.4,9.0,Digital Illusions,T
The Legend of Zelda: A Link to the Past,GBA,2002.0,Action,Nintendo,1.75,0.52,0.33,0.1,2.7,95.0,30.0,9.1,314.0,Capcom,E
Escape Dead Island,PS3,2014.0,Action,Deep Silver,0.04,0.03,0.0,0.01,0.07,40.0,25.0,3.5,51.0,Fatshark AB,M
Dead Island Definitive Collection,XOne,2016.0,Action,Deep Silver,0.02,0.03,0.0,0.0,0.05,67.0,10.0,4.9,18.0,Techland,M
NCAA Football 11,PS3,2010.0,Sports,Electronic Arts,0.79,0.0,0.0,0.06,0.85,85.0,22.0,7.4,25.0,EA Tiburon,E
Burnout 2: Point of Impact,GC,2003.0,Racing,Acclaim Entertainment,0.12,0.03,0.0,0.0,0.15,89.0,24.0,8.5,18.0,Criterion Games,E
Madden NFL 13,X360,2012.0,Sports,Electronic Arts,2.53,0.15,0.0,0.17,2.86,81.0,36.0,5.8,179.0,EA Tiburon,E
The Sims 3: Late Night Expansion Pack,PC,2010.0,Simulation,Electronic Arts,0.59,0.87,0.0,0.23,1.7,74.0,17.0,5.3,77.0,The Sims Studio,T
Divinity II: The Dragon Knight Saga,X360,2010.0,Role-Playing,Focus Home Interactive,0.11,0.02,0.0,0.01,0.13,72.0,13.0,7.8,50.0,Larian Studios,M
Crimson Gem Saga,PSP,2008.0,Role-Playing,Sega,0.06,0.0,0.0,0.0,0.06,78.0,20.0,7.5,30.0,"IronNos Co.,Ltd.",T
Lego Star Wars: The Force Awakens,WiiU,2016.0,Action,Warner Bros. Interactive Entertainment,0.06,0.07,0.01,0.01,0.15,74.0,6.0,8.0,11.0,TT Games,E10+
Cooking Mama 4: Kitchen Magic!,3DS,2011.0,Simulation,505 Games,0.5,0.07,0.0,0.05,0.61,56.0,6.0,6.0,7.0,Cooking Mama Limited,E
Worms Forts: Under Siege,XB,2004.0,Strategy,Sega,0.05,0.01,0.0,0.0,0.07,67.0,15.0,8.0,6.0,Team 17,T
Pro Evolution Soccer 2008,PS3,2007.0,Sports,Konami Digital Entertainment,0.04,1.1,0.32,0.13,1.59,74.0,19.0,6.1,47.0,Konami,E
Rayman 3: Hoodlum Havoc,GC,2003.0,Platform,Ubisoft,0.05,0.01,0.0,0.0,0.07,77.0,24.0,8.3,21.0,Ubisoft Shanghai,E
Soldier of Fortune: Payback,X360,2007.0,Shooter,Activision,0.18,0.0,0.0,0.02,0.2,50.0,35.0,5.6,20.0,Cauldron Ltd.,M
Way of the Samurai 3,X360,2009.0,Action,Gamebridge,0.12,0.05,0.02,0.02,0.21,55.0,22.0,6.8,16.0,Acquire,M
Dragon Ball Z: Budokai,PS2,2002.0,Fighting,Atari,2.17,0.28,0.55,0.08,3.09,67.0,28.0,7.9,71.0,Dimps Corporation,T
LEGO Marvel Super Heroes,X360,2013.0,Action,Warner Bros. Interactive Entertainment,1.24,0.79,0.0,0.19,2.22,80.0,37.0,7.6,127.0,TT Games,E10+
Project Sylpheed: Arc of Deception,X360,2006.0,Shooter,Microsoft Game Studios,0.12,0.01,0.02,0.01,0.15,64.0,45.0,8.6,24.0,"Game Arts, Seta Corporation",T
