Blunt Object,Category of Force Event - Measured at Event Level,Disposition/Custody,DOW,Firearm,Firearm - Implied,Firearm - Replica,Force Applied - 1,Force Applied - 2,Force Applied - 3,Force Applied - 4,Force Applied - 5,Force Applied - 6,Force Applied - 7,Force Applied - 8,Hour (6Hr),Initial Call Category,Initial Call type,Knife / Edged Weapon / Stabbing Instrument,"Mental Health Crisis - Prior to Force, Perceived Lack of Compliance",Month,Needle / Spit / Bodily Fluids,No weapon (unarmed),Officer,Officer Precinct,Officer Tenure,Other Weapon,Record ID,Subject,Subject - Race,Subject - Sex,Subject - Transient,Subject Age,Subject Instance,Subject Resistance - 1,Subject Resistance - 2,Subject Resistance - 3,Subject Resistance - 4,Subject Resistance - 5,Subject Resistance - 6,Subject Resistance - 7,Subject Resistance - 8,Type of Call,"Under the Influence of Alcohol - Prior to Force, Perceived Condition","Under the Influence of Drugs - Prior to Force, Perceived Condition",Weapon Present or reported but not used or threatened use,Year
,IV,Arrest-Misdemeanor,Saturday,,,,Resisted HC,,,,,,,,1200-1759,Sex Offense,SEX OFFENSE - PRIORITY,,,April,,No weapon (unarmed),673111,Central Precinct,2.615277778,,906536956,630917,White,Male,Yes,44.146898782,906536956630917,Active,,,,,,,,Dispatched,,Yes,,2019
,IV,Arrest-Misdemeanor,Saturday,,,,Resisted HC,,,,,,,,1200-1759,Sex Offense,SEX OFFENSE - PRIORITY,,,April,,No weapon (unarmed),1104751,Central Precinct,6.278453196,,906536956,630917,White,Male,Yes,44.146946347,906536956630917,Active,,,,,,,,Dispatched,,Yes,,2019
,IV,Arrest-Misdemeanor,Saturday,,,,Resisted HC,,,,,,,,1200-1759,Subject Stop,SUBJECT STOP - SDC,,,July,,No weapon (unarmed),327581,Central Precinct,3.440064688,,372528221,3833260,White,Male,Yes,45.064722222,3725282213833260,Active,,,,,,,,Self-Initiated,,Yes,,2018
,IV,Arrest-Misdemeanor,Saturday,,,,Resisted HC,,,,,,,,1200-1759,Subject Stop,SUBJECT STOP - SDC,,,July,,No weapon (unarmed),439190,Central Precinct,11.840064688,,372528221,3833260,White,Male,Yes,45.064722222,3725282213833260,Active,,,,,,,,Self-Initiated,,Yes,,2018
,IV,Arrest-Misdemeanor,Saturday,,,,Resisted HC,,,,,,,,1200-1759,Welfare Check,WELFARE CHECK - PRIORITY,,,May,,No weapon (unarmed),999439,Central Precinct,18.667178463,,810537305,1141703,White,Male,Yes,22.135785769,8105373051141703,Active,,,,,,,,Dispatched,,,,2019
,IV,Arrest-Misdemeanor,Saturday,,,,Resisted HC,,,,,,,,1800-2359,Area/Premise Check,AREA CHECK,,,May,,,372278,Central Precinct,2.347735921,,371537401,4001027,White,Male,Yes,25.561434551,3715374014001027,Active,,,,,,,,Dispatched,,,Weapon Present or reported but not used or threatened use,2019
,IV,Arrest-Misdemeanor,Saturday,,,,Resisted HC,,,,,,,,1800-2359,Area/Premise Check,AREA CHECK,,,May,,,183961,Central Precinct,4.207895738,,371537401,4001027,White,Male,Yes,25.561434551,3715374014001027,Active,,,,,,,,Dispatched,,,Weapon Present or reported but not used or threatened use,2019
,IV,Arrest-Misdemeanor,Saturday,,,,Resisted HC,,,,,,,,1800-2359,Assault,ASSAULT - PRIORITY,,No,March,,No weapon (unarmed),326279,Central Precinct,10.402304033,,659526484,522366,White,Male,Yes,40.309153349,522366659526484,Active,,,,,,,,Dispatched,,,,2018
,IV,Arrest-Misdemeanor,Saturday,,,,Resisted HC,,,,,,,,1800-2359,Assault,ASSAULT - PRIORITY,,No,March,,No weapon (unarmed),786720,North Precinct,14.966609589,,659526484,522366,White,Male,Yes,40.309075342,522366659526484,Active,,,,,,,,Dispatched,,,,2018
,IV,Arrest-Misdemeanor,Saturday,,,,Resisted HC,,,,,,,,1800-2359,Collision,ACCIDENT - INJURY,,,January,,No weapon (unarmed),714808,Central Precinct,26,,351545881,312881,Black,Female,No,46,3.51546e+14,Active,,,,,,,,Dispatched,Yes,,,2020
,IV,Arrest-Misdemeanor,Saturday,,,,Resisted HC,,,,,,,,1800-2359,Disturbance,DISTURBANCE - PRIORITY,,,July,,No weapon (unarmed),483291,Central Precinct,0.448662481,,12528048,144092,White,Male,Yes,60.651402207,12528048144092,Active,,,,,,,,Dispatched,Yes,,,2018
,IV,Arrest-Misdemeanor,Saturday,,,,Resisted HC,,,,,,,,1800-2359,Disturbance,DISTURBANCE - PRIORITY,,,July,,No weapon (unarmed),164861,Central Precinct,4.284278919,,12528048,144092,White,Male,Yes,60.651402207,12528048144092,Active,,,,,,,,Dispatched,Yes,,,2018
,IV,Arrest-Misdemeanor,Saturday,,,,Resisted HC,,,,,,,,1800-2359,DUII,DRIVING UNDER INFLUENCE,,,November,,No weapon (unarmed),818121,North Precinct,3.134151446,,72539718,3656133,White,Male,No,27.145110350,725397183656133,Active,,,,,,,,Dispatched,Yes,,,2019
,IV,Arrest-Misdemeanor,Saturday,,,,Resisted HC,,,,,,,,1800-2359,Subject Stop,PERSON CONTACT (86),,,April,,No weapon (unarmed),702211,North Precinct,0.756122527,,697527084,3920364,White,Female,No,26.471191020,6975270843920364,Active,,,,,,,,Self-Initiated,,,,2018
,IV,Arrest-Misdemeanor,Saturday,,,,Resisted HC,,,,,,,,1800-2359,Subject Stop,PERSON CONTACT (86),,,April,,No weapon (unarmed),949741,North Precinct,5.588999239,,697527084,3920364,White,Female,No,26.471191020,6975270843920364,Active,,,,,,,,Self-Initiated,Yes,,,2018
,IV,Arrest-Misdemeanor,Saturday,,,,Resisted HC,,,,,,,,1800-2359,Theft,THEFT - PRIORITY,,,March,,No weapon (unarmed),1084151,East Precinct,1.177446728,,223526740,326091,Hispanic,Male,No,27.725391933,326091223526740,Active,,,,,,,,Dispatched,,,,2018
,IV,Arrest-Misdemeanor,Saturday,,,,Resisted HC,,,,,,,,1800-2359,Theft,THEFT - PRIORITY,,,March,,No weapon (unarmed),731419,East Precinct,17.689783105,,223526740,326091,Hispanic,Male,No,27.725399543,326091223526740,Active,,,,,,,,Dispatched,,,,2018
,IV,Arrest-Misdemeanor,Saturday,,,,Resisted HC,,,,,,,,1800-2359,Unwanted Person,UNWANTED PERSON,,,January,,No weapon (unarmed),758521,Central Precinct,8.703963090,,955525977,3888656,Black,Female,No,27.276565830,3888656955525977,Active,,,,,,,,Dispatched,,Yes,,2018
,IV,Arrest-Misdemeanor,Saturday,,,,Resisted HC,,,,,,,,1800-2359,Unwanted Person,UNWANTED PERSON,,,February,,No weapon (unarmed),924741,North Precinct,6.355917047,,402536061,308266,Black,Female,Yes,31.372355403,402536061308266,Active,,,,,,,,Dispatched,,,,2019
,IV,Arrest-Misdemeanor,Saturday,,,,Resisted HC,,,,,,,,1800-2359,Unwanted Person,UNWANTED PERSON,,,February,,No weapon (unarmed),742219,North Precinct,17.230003805,,402536061,308266,Black,Female,Yes,31.372355403,402536061308266,Active,,,,,,,,Dispatched,,,,2019
,IV,Arrest-Misdemeanor,Saturday,,,,Resisted HC,,,,,,,,-,Collision,ACCIDENT - HIT & RUN - PRIORITY,,No,October,,No weapon (unarmed),599201,North Precinct,0.217066210,,320519071,3847900,White,Male,No,25.838984018,3847900320519071,Aggressive,,,,,,,,Dispatched,Yes,,,2017
,IV,Arrest-Misdemeanor,Saturday,,,,Resisted HC,,,,,,,,-,Collision,ACCIDENT - HIT & RUN - PRIORITY,,No,October,,No weapon (unarmed),882128,North Precinct,25.647187976,,320519071,3847900,White,Male,No,25.838968798,3847900320519071,Aggressive,,,,,,,,Dispatched,Yes,,,2017
,IV,Arrest-Misdemeanor,Saturday,,,,Resisted HC,,,,,,,,-,Subject Stop,PERSON CONTACT (86),,,December,,,927141,Central Precinct,0.002682648,,316519981,625331,White,Male,Yes,32.978025114,625331316519981,Active,,,,,,,,Self-Initiated,Yes,,Weapon Present or reported but not used or threatened use,2017
,IV,Arrest-Misdemeanor,Saturday,,,,Resisted HC,,,,,,,,-,Subject Stop,PERSON CONTACT (86),,,December,,,501891,Central Precinct,3.498567352,,316519981,625331,White,Male,Yes,32.978019406,625331316519981,Active,,,,,,,,Self-Initiated,Yes,,Weapon Present or reported but not used or threatened use,2017
,IV,Arrest-Misdemeanor,Saturday,,,,Resisted HC,,,,,,,,-,Subject Stop,PERSON CONTACT (86),,,December,,,196561,Central Precinct,5.339649924,,316519981,625331,White,Male,Yes,32.978006088,625331316519981,Active,,,,,,,,Self-Initiated,Yes,,Weapon Present or reported but not used or threatened use,2017
,IV,Arrest-Misdemeanor,Saturday,,,,Resisted HC,,,,,,,,-,Subject Stop,PERSON CONTACT (86),,,December,,,914631,Central Precinct,6.835547945,,316519981,625331,White,Male,Yes,32.978013699,625331316519981,Active,,,,,,,,Self-Initiated,Yes,,Weapon Present or reported but not used or threatened use,2017
,IV,Arrest-Misdemeanor,Saturday,,,,Resisted HC,,,,,,,,-,TriMet,TRIMET INCIDENT - COLD,,,October,,No weapon (unarmed),809721,Central Precinct,5.289450152,,773519155,3534292,Hispanic,Female,Yes,21.993559741,3534292773519155,Active,,,,,,,,Dispatched,,Yes,,2017
,IV,Arrest-Misdemeanor,Saturday,,,,Resisted HC,,,,,,,,-,TriMet,TRIMET INCIDENT - COLD,,,October,,No weapon (unarmed),380280,Central Precinct,10.363430365,,773519155,3534292,Hispanic,Female,Yes,21.993567352,3534292773519155,Active,,,,,,,,Dispatched,,Yes,,2017
,IV,Arrest-Misdemeanor,Saturday,,,,Resisted HC,,,,,,,,-,Unwanted Person,UNWANTED PERSON,,,December,,No weapon (unarmed),287270,East Precinct,10.555426180,,973519977,491132,White,Female,Yes,43.319809741,491132973519977,Active,,,,,,,,Dispatched,,Yes,,2017
,IV,Arrest-Misdemeanor,Saturday,,,,Resisted HC,,,,,,,,-,Unwanted Person,UNWANTED PERSON,,,December,,No weapon (unarmed),,East Precinct,118.081453577,,973519977,491132,White,Female,Yes,43.319809741,491132973519977,Active,,,,,,,,Dispatched,,Yes,,2017
,IV,Arrest-Misdemeanor,Saturday,,,,Resisted HC,,,,,,,,-,Welfare Check,WELFARE CHECK - COLD,,,December,,No weapon (unarmed),805020,East Precinct,0.002598935,,638519974,522269,White,Female,Yes,31.375201674,522269638519974,Active,,,,,,,,Dispatched,,Yes,,2017
,IV,Arrest-Misdemeanor,Saturday,,,,Resisted HC,,,,,,,,-,Welfare Check,WELFARE CHECK - COLD,,,December,,No weapon (unarmed),673809,East Precinct,11.992998478,,638519974,522269,White,Female,Yes,31.373820396,522269638519974,Active,,,,,,,,Dispatched,,Yes,,2017
,IV,Arrest-Misdemeanor,Saturday,,,,Resisted HC,Control against Resistance,,,,,,,0000-0559,Unwanted Person,UNWANTED PERSON,,Yes,August,,No weapon (unarmed),933241,Central Precinct,1.904537671,,581538313,4060009,Black,Male,Unknown,26.499058219,5815383134060009,Active,Active,,,,,,,Dispatched,,Yes,,2019
,IV,Arrest-Misdemeanor,Saturday,,,,Resisted HC,Control Against Resistance,,,,,,,0600-1159,Disturbance,DISTURBANCE - PRIORITY,,Unclear,February,,,557200,East Precinct,11.283089802,,310526310,1344341,Asian,Male,No,36.414596651,1344341310526310,Active,Active,,,,,,,Dispatched,,Yes,Weapon Present or reported but not used or threatened use,2018
,IV,Arrest-Misdemeanor,Saturday,,,,Resisted HC,Control Against Resistance,,,,,,,0600-1159,Disturbance,DISTURBANCE - PRIORITY,,Unclear,February,,,646809,East Precinct,20.965281583,,310526310,1344341,Asian,Male,No,36.414596651,1344341310526310,Active,Active,,,,,,,Dispatched,,Yes,Weapon Present or reported but not used or threatened use,2018
,IV,Arrest-Misdemeanor,Saturday,,,,Resisted HC,Control against Resistance,,,,,,,1200-1759,Unwanted Person,UNWANTED PERSON,,,July,,,471290,North Precinct,12.070150304,,909537946,247615,Black,Female,Yes,33.234533866,909537946247615,Active,Active,,,,,,,Dispatched,Yes,,Weapon Present or reported but not used or threatened use,2019
,IV,Arrest-Misdemeanor,Saturday,,,,Resisted HC,Control against Resistance,,,,,,,1200-1759,Unwanted Person,UNWANTED PERSON,,,July,,,263668,North Precinct,25.379853501,,909537946,247615,Black,Female,Yes,33.234533866,909537946247615,Active,Active,,,,,,,Dispatched,,,Weapon Present or reported but not used or threatened use,2019
,IV,Arrest-Misdemeanor,Saturday,,,,Resisted HC,Control against Resistance,,,,,,,1800-2359,Shots Fired,SHOTS FIRED,,,December,,,276171,East Precinct,2.750047565,,272540110,511882,Black,Male,No,28.481554414,272540110511882,Active,Active,,,,,,,Self-Initiated,,,Weapon Present or reported but not used or threatened use,2019
,IV,Arrest-Misdemeanor,Saturday,,,,Resisted HC,Control against Resistance,,,,,,,1800-2359,Shots Fired,SHOTS FIRED,,,December,,,745120,East Precinct,13.793883181,,272540110,511882,Black,Male,No,28.481554414,272540110511882,Active,Active,,,,,,,Self-Initiated,,,Weapon Present or reported but not used or threatened use,2019
,IV,Arrest-Misdemeanor,Saturday,,,,Resisted HC,Control against Resistance,,,,,,,1800-2359,TriMet,TRIMET INCIDENT - PRIORITY,,,August,,No weapon (unarmed),712811,Central Precinct,1.522659817,,322538411,3467480,Native American,Female,No,22.108961187,3225384113467480,Active,Active,,,,,,,Dispatched,Yes,,,2019
,IV,Arrest-Misdemeanor,Saturday,,,,Resisted HC,Control against Resistance,,,,,,,1800-2359,TriMet,TRIMET INCIDENT - PRIORITY,,,August,,No weapon (unarmed),752121,Central Precinct,2.807591324,,322538411,3467480,Native American,Female,No,22.108961187,3225384113467480,Active,Active,,,,,,,Dispatched,Yes,,,2019
,IV,Arrest-Misdemeanor,Saturday,,,,Resisted HC,Control Against Resistance,,,,,,,1800-2359,Unwanted Person,UNWANTED PERSON,,,May,,No weapon (unarmed),755219,East Precinct,18.725683029,,444527262,582928,White,Female,Yes,66.410614536,444527262582928,Active,Active,,,,,,,Dispatched,Yes,,,2018
,IV,Arrest-Misdemeanor,Saturday,,,,Resisted HC,Control Against Resistance,,,,,,,1800-2359,Unwanted Person,UNWANTED PERSON,,,May,,No weapon (unarmed),987539,East Precinct,22.388696728,,444527262,582928,White,Female,Yes,66.410614536,444527262582928,Active,Active,,,,,,,Dispatched,Yes,,,2018
,IV,Arrest-Misdemeanor,Saturday,,,,Resisted HC,Control Against Resistance,,,,,,,-,TriMet,TRIMET INCIDENT - COLD,,,October,,No weapon (unarmed),1020040,Central Precinct,12.242654110,,773519155,3534292,Hispanic,Female,Yes,21.993339041,3534292773519155,Active,Active,,,,,,,Dispatched,,Yes,,2017
,IV,Arrest-Misdemeanor,Saturday,,,,Resisted HC,Control against Resistance,Control against Resistance,,,,,,1200-1759,Subject Stop,PERSON CONTACT (86),,,January,,No weapon (unarmed),351581,North Precinct,8.829263699,,839535976,1787911,White,Male,Yes,29.470359589,8395359761787911,Active,Active,Active,,,,,,Dispatched,,,,2019
,IV,Arrest-Misdemeanor,Saturday,,,,Resisted HC,Control against Resistance,Control against Resistance,,,,,,1200-1759,Subject Stop,PERSON CONTACT (86),,,January,,No weapon (unarmed),717511,North Precinct,9.788175419,,839535976,1787911,White,Male,Yes,29.470367199,8395359761787911,Active,Active,Active,,,,,,Dispatched,,,,2019
,IV,Arrest-Misdemeanor,Saturday,,,,Resisted HC,Resisted HC,Takedown (IV),,,,,,0000-0559,Traffic Stop,TRAFFIC STOP,,,December,,No weapon (unarmed),1087151,North Precinct,2.882258371,,50539948,4036374,White,Female,No,23.369929604,505399484036374,Active,Active,Active,,,,,,Self-Initiated,,,,2019
,IV,Arrest-Misdemeanor,Saturday,,,,Resisted HC,Resisted HC,Takedown (IV),,,,,,0000-0559,Traffic Stop,TRAFFIC STOP,,,December,,No weapon (unarmed),918631,North Precinct,8.674039193,,50539948,4036374,White,Female,No,23.369929604,505399484036374,Active,Active,Active,,,,,,Self-Initiated,,,,2019
,IV,Arrest-Misdemeanor,Saturday,,,,Takedown,,,,,,,,-,Area/Premise Check,AREA CHECK,,,December,,No weapon (unarmed),798721,East Precinct,5.460365297,,313519901,262780,Asian,Male,Yes,43.369954338,262780313519901,Active,,,,,,,,Dispatched,,Yes,,2017
,IV,Arrest-Misdemeanor,Saturday,,,,Takedown,,,,,,,,-,Theft,THEFT - PRIORITY,,,November,,No weapon (unarmed),1084151,Central Precinct,0.813502664,,931519487,618010,White,Male,Yes,29.443639650,618010931519487,Active,,,,,,,,Dispatched,Yes,,,2017
,IV,Arrest-Misdemeanor,Saturday,,,,Takedown,,,,,,,,-,Theft,THEFT - PRIORITY,,,November,,No weapon (unarmed),465691,Central Precinct,5.953228691,,931519487,618010,White,Male,Yes,29.443639650,618010931519487,Active,,,,,,,,Dispatched,Yes,,,2017
,IV,Arrest-Misdemeanor,Saturday,,,,Takedown,Control Against Resistance,,,,,,,-,DUII,DRIVING UNDER INFLUENCE,,Unclear,December,,No weapon (unarmed),324378,Traffic,23.807340183,,777519745,204049,White,Male,Yes,61.473093607,204049777519745,Active,Active,,,,,,,Dispatched,Yes,,,2017
,IV,Arrest-Misdemeanor,Saturday,,,,Takedown,Resisted HC,,,,,,,-,Area/Premise Check,AREA CHECK,,,December,,No weapon (unarmed),479388,East Precinct,23.690496575,,313519901,262780,Asian,Male,Yes,43.369948630,262780313519901,Active,Active,,,,,,,Dispatched,,Yes,,2017
,IV,Arrest-Misdemeanor,Saturday,,,,Takedown (II and III),,,,,,,,1800-2359,Disturbance,DISTURBANCE - PRIORITY,,No,January,,No weapon (unarmed),551100,East Precinct,11.975045662,,705525824,608023,Asian,Male,No,19.054497717,608023705525824,Active,,,,,,,,Dispatched,Yes,Yes,,2018
,IV,Arrest-Misdemeanor,Saturday,,,,Takedown (IV),,,,,,,,0000-0559,Suspicious,"SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE",,,March,,No weapon (unarmed),882231,North Precinct,2,,261546620,509626,White,Male,Yes,27,2.61547e+14,Aggressive,,,,,,,,Self-Initiated,Yes,Yes,,2020
,IV,Arrest-Misdemeanor,Saturday,,,,Takedown (IV),,,,,,,,0000-0559,Suspicious,"SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE",,,March,,No weapon (unarmed),949741,North Precinct,7,,261546620,509626,White,Male,Yes,27,2.61547e+14,Aggressive,,,,,,,,Self-Initiated,Yes,Yes,,2020
,IV,Arrest-Misdemeanor,Saturday,,,,Takedown (IV),,,,,,,,1200-1759,Harassment,HARASSMENT - COLD,,,May,,No weapon (unarmed),1064051,North Precinct,4,,307547290,358050,Black,Male,No,43,3.07547e+14,Active,,,,,,,,Dispatched,Yes,Yes,,2020
,IV,Arrest-Misdemeanor,Saturday,,,,Takedown (IV),,,,,,,,1200-1759,Harassment,HARASSMENT - COLD,,,May,,No weapon (unarmed),593300,North Precinct,12,,307547290,358050,Black,Male,No,43,3.07547e+14,Active,,,,,,,,Dispatched,Yes,Yes,,2020
,IV,Arrest-Misdemeanor,Saturday,,,,Takedown (IV),,,,,,,,1200-1759,Welfare Check,WELFARE CHECK - PRIORITY,,,May,,No weapon (unarmed),1104751,Central Precinct,6.354963851,,810537305,1141703,White,Male,Yes,22.135785769,8105373051141703,Active,,,,,,,,Dispatched,,,,2019
,IV,Arrest-Misdemeanor,Saturday,,,,Takedown (IV),,,,,,,,1800-2359,Disturbance,DISTURBANCE - PRIORITY,,,October,,No weapon (unarmed),269171,East Precinct,1.619444444,,112529109,1069420,White,Female,Yes,21.136111111,1125291091069420,Aggressive,,,,,,,,Dispatched,,Yes,,2018
,IV,Arrest-Misdemeanor,Saturday,,,,Takedown (IV),,,,,,,,1800-2359,Suspicious,SUSPICIOUS - PRIORITY,,,June,,No weapon (unarmed),811617,East Precinct,28.065201674,,370527871,217354,White,Male,Yes,40.558352359,370527871217354,Active,,,,,,,,Dispatched,,,,2018
,IV,Arrest-Misdemeanor,Saturday,,,,Takedown (IV),Control Against Resistance,,,,,,,1800-2359,Unwanted Person,UNWANTED PERSON,,,September,,No weapon (unarmed),909731,North Precinct,6.010397641,,62529018,587513,Black,Male,Yes,30.670671613,62529018587513,Active,Aggressive,,,,,,,Dispatched,Yes,,,2018
,IV,Arrest-Misdemeanor,Saturday,,,,Takedown (IV),Resisted HC,,,,,,,1800-2359,Shots Fired,SHOTS FIRED,,,December,,,997941,East Precinct,2.424020167,,272540110,511882,Black,Male,No,28.481554414,272540110511882,Active,Active,,,,,,,Self-Initiated,,,Weapon Present or reported but not used or threatened use,2019
,IV,Arrest-Misdemeanor,Saturday,,,,Takedown (IV),Resisted HC,Control against Resistance,,,,,,1800-2359,Shots Fired,SHOTS FIRED,,,December,,,236671,East Precinct,8.254185693,,272540110,511882,Black,Male,No,28.481582953,272540110511882,Active,Active,Active,,,,,,Self-Initiated,,,Weapon Present or reported but not used or threatened use,2019
,IV,Arrest-Misdemeanor,Saturday,Firearm,,,PFA,,,,,,,,0000-0559,Disorder,911 HANGUP,,,December,,,927141,East Precinct,3.074029680,,996539947,4095982,White,Male,No,18.348002283,9965399474095982,Active,,,,,,,,Dispatched,,,,2019
,IV,Arrest-Other Agency,Saturday,,,,PFA,,,,,,,,1800-2359,Suspicious,"SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE",,,March,Needle / Spit / Bodily Fluids,,1087151,North Precinct,2.174786910,,376536701,584435,White,Male,No,27.109033486,376536701584435,Aggressive,,,,,,,,Self-Initiated,,,,2019
,IV,Arrest-Warrant,Saturday,,,,Box-in VIS,,,,,,,,1800-2359,Warrant,WARRANT,,,February,,No weapon (unarmed),991840,East Precinct,14.084408295,,534526073,600543,White,Male,No,28.347421994,600543534526073,Passive,,,,,,,,Dispatched,,Yes,,2018
,IV,Arrest-Warrant,Saturday,,,,Control against Resistance,,,,,,,,0000-0559,Assist,ASSIST - CITIZEN OR AGENCY,,,December,Needle / Spit / Bodily Fluids,,840029,Detectives,18.781031202,,331540031,3880840,White,Female,Yes,30.457743531,3315400313880840,Active,,,,,,,,Dispatched,,,,2019
,IV,Arrest-Warrant,Saturday,,,,Control against Resistance,,,,,,,,0000-0559,Assist,ASSIST - CITIZEN OR AGENCY,,,December,Needle / Spit / Bodily Fluids,,818121,North Precinct,3.208409437,,331540031,3880840,White,Female,Yes,30.457724505,3315400313880840,Active,,,,,,,,Dispatched,,,,2019
,IV,Arrest-Warrant,Saturday,,,,Control Against Resistance,,,,,,,,0600-1159,Disturbance,DISTURBANCE - PRIORITY,,,March,,No weapon (unarmed),905230,North Precinct,11.129842085,,17526478,560419,Black,Female,No,22.820253044,56041917526478,Active,,,,,,,,Dispatched,,,,2018
,IV,Arrest-Warrant,Saturday,,,,Control Against Resistance,,,,,,,,0600-1159,Subject Stop,PERSON CONTACT (86),,,March,,No weapon (unarmed),434191,North Precinct,0.811881659,,577526563,3517697,White,Female,Yes,25.828320015,3517697577526563,Active,,,,,,,,Self-Initiated,,,,2018
,IV,Arrest-Warrant,Saturday,,,,Control Against Resistance,,,,,,,,0600-1159,Subject Stop,PERSON CONTACT (86),,,March,,No weapon (unarmed),806220,North Precinct,11.211872146,,577526563,3517697,White,Female,Yes,25.828310502,3517697577526563,Active,,,,,,,,Self-Initiated,,,,2018
,IV,Arrest-Warrant,Saturday,,,,Control against Resistance,,,,,,,,0600-1159,Unwanted Person,UNWANTED PERSON,,,January,,No weapon (unarmed),673111,Central Precinct,2.384627093,,441535972,621989,White,Female,Yes,45.507914764,441535972621989,Active,,,,,,,,Self-Initiated,,,,2019
,IV,Arrest-Warrant,Saturday,,,,Control against Resistance,,,,,,,,0600-1159,Unwanted Person,UNWANTED PERSON,,,January,,No weapon (unarmed),311971,Central Precinct,3.650450913,,441535972,621989,White,Female,Yes,45.507985160,441535972621989,Active,,,,,,,,Self-Initiated,,,,2019
,IV,Arrest-Warrant,Saturday,,,,Control Against Resistance,,,,,,,,0600-1159,Warrant,WARRANT,,,July,,No weapon (unarmed),1020040,Central Precinct,12.951883562,,835527956,3632201,Black,Male,Yes,27.694349315,8355279563632201,Active,,,,,,,,Dispatched,,Yes,,2018
,IV,Arrest-Warrant,Saturday,,,,Control against Resistance,,,,,,,,1800-2359,Traffic Stop,TRAFFIC STOP,,,December,,No weapon (unarmed),851231,East Precinct,2.331478311,,134540039,427750,Black,Male,No,31.268464612,134540039427750,Active,,,,,,,,Self-Initiated,Yes,Yes,,2019
